Name,Extracted_name,Value,Raw_unit,Type
MnO2–NHCS,"[{'Mn': '1.0', 'O': '2.0'}]",5.6,Whkg−1,None
LiNi0.6Co0.2Mn0.2−xMgxO2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2-x', 'Mg': 'x', 'O': '2.0'}]",633.83946667,Wh/kg,None
Ni (OH)2,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",39.9,Whkg−1,None
B18N18,"[{'B': '18.0', 'N': '18.0'}]",975.664,Wh/kg,None
RbxLi(1−x)Ni0.8Co0.1Mn0.1O2,"[{'Rb': 'x', 'Li': '1-x', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",502.20666667,Wh/kg,None
NiCo,"[{'Ni': '1.0', 'Co': '1.0'}]",42.5,Whkg−1,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",18,Whkg−1,None
LirMnO,"[{'Li': 'r', 'Mn': '1.0', 'O': '1.0'}]",574,Wh/kg,None
TiTa2O7,"[{'Ti': '1.0', 'Ta': '2.0', 'O': '7.0'}]",417,Wh/kg,None
Mn2O3-10R,"[{'Mn': '2.0', 'O': '3.0'}]",1251,Wh/kg,None
LiNi0.5Co0.5VO4,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'V': '1.0', 'O': '4.0'}]",378.84,Wh/kg,None
PVK-B,"[{'P': '1.0', 'V': '1.0', 'K': '1.0'}]",1626.1771429,Wh/kg,None
MnO2 / Fe3O4,"[{'Mn': '1.0', 'O': '2.0'}, {'Fe': '3.0', 'O': '4.0'}]",35,Whkg−1,None
LiFePO4 / Fe2P / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'Fe': '2.0', 'P': '1.0'},",512.24,Wh/kg,None
TixSn1−xO2,"[{'Ti': 'x', 'Sn': '1-x', 'O': '2.0'}]",1050,Wh/kg,None
CNTs @ C @ Co1-xS,"[{'C': '1.0'}, {'Co': '1-x', 'S': '1.0'}]",2201.5714286,Wh/kg,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",578,Whkg−1,None
NiO / / AC,"[{'Ni': '1.0', 'O': '1.0'}]",15,Whkg−1,None
Ni(OH)2–CNTs,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",139,Wh/kg,Anod
LFP–LVP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",646.0875,Wh/kg,None
Ti3C2-Li,"[{'Ti': '3.0', 'C': '2.0'}]",656,Whkg−1,None
Cuprous oxide,"[{'Cu': '2.0', 'O': '1.0'}]",405.324,Wh/kg,None
Vanadate,"[{'V': '1.0', 'O': '4.0'}]",26.22,Whkg−1,None
ZnLi,"[{'Zn': '1.0', 'Li': '1.0'}]",966.24050833,Wh/kg,None
Mn2SiO4 / C,"[{'Mn': '2.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",280.28571429,Wh/kg,None
Li2C8H4O4,"[{'Li': '2.0', 'C': '8.0', 'H': '4.0', 'O': '4.0'}]",169.95,Wh/kg,None
Na6[V10O28],"[{'V': '10.0', 'O': '28.0', 'Na': '6.0'}]",4,Whkg−1,None
LaNi4.7Al0.3,"[{'La': '1.0', 'Ni': '4.7', 'Al': '0.3'}]",175,Whkg−1,None
LiMn2O4 @ CNTs @ graphene,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",62.77,Whkg−1,Cath
LiFePO4 / CMIAS,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",278.8,Whkg−1,None
MoO2 / MoS2,"[{'Mo': '1.0', 'O': '2.0'}, {'Mo': '1.0', 'S': '2.0'}]",2215.6666667,Wh/kg,None
Graphene oxide / vanadium pentoxi,"[{'V': '2.0', 'O': '5.0'}]",39,Whkg−1,None
0.34Li2MnO3·0.66LiMn0.63Ni0.24Co,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",699.6,Wh/kg,None
NaVPO4F / Na,"[{'Na': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}, {'Na': '1.0'}]",382.4,Wh/kg,None
LiNi1 / 3Mn1 / 3Co1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Mn': '0.3333', 'Co': '0.3333', 'O': '2.0'}]",390,Whkg−1,None
LiFe0.92PO4,"[{'Li': '1.0', 'Fe': '0.92', 'P': '1.0', 'O': '4.0'}]",450.69818182,Wh/kg,None
Ni3S2 / Carbon / / AC,"[{'Ni': '3.0', 'S': '2.0'}]",35,Whkg−1,None
NaxMnO2,"[{'Na': 'x', 'Mn': '1.0', 'O': '2.0'}]",147,Whkg−1,None
Co3O4-CNT,"[{'Co': '3.0', 'O': '4.0'}]",3244.96,Wh/kg,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",28.33,Whkg−1,None
Li[Ni0.4Co0.2Mn0.4]O2,"[{'Li': '1.0', 'Ni': '0.4', 'Co': '0.2', 'Mn': '0.4', 'O': '2.0'}]",847.1,Wh/kg,None
Li3FeF6 / CNTs,"[{'Li': '3.0', 'Fe': '1.0', 'F': '6.0'}]",324.725,Wh/kg,None
CuO @ Cu1.5Mn1.5O4-T1,"[{'Cu': '1.0', 'O': '1.0'}, {'Cu': '1.5', 'Mn': '1.5', 'O': '4.0'}]",523.70684211,Wh/kg,None
Li3V2(PO4)3 / graphene,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",453.65,Wh/kg,None
Silicon oxides,"[{'Si': '1.0', 'O': '2.0'}]",1006.5714286,Wh/kg,None
Methylene blue,"[{'C': '16.0', 'H': '18.0', 'Cl': '1.0', 'N': '3.0', 'S': '1.0'}]",18.7,Whkg−1,None
Nickel sulfide @ nickel vanadium,"[{'Ni': '2.0', 'S': '3.0'}]",19.4,Whkg−1,None
Li1.5Na0.5MnO2.85I0.12,"[{'Li': '1.5', 'Na': '0.5', 'Mn': '1.0', 'O': '2.85', 'I': '0.12'}]",468,Whkg−1,None
MoOxNy,"[{'Mo': '1.0', 'O': 'x', 'N': 'y'}]",49,Whkg−1,None
Ni3S2,"[{'Ni': '3.0', 'S': '2.0'}]",60.3,Whkg−1,None
Mo2C-NCNFs,"[{'Mo': '2.0', 'C': '1.0'}]",173.10236667,Wh/kg,None
PbO2,"[{'Pb': '1.0', 'O': '2.0'}]",15,Whkg−1,None
Li / LiMn204,"[{'Li': '1.0'}, {'Li': '1.0', 'Mn': '204.0'}]",150,Wh/kg,None
NiCo2O4 @ NiCo2O4,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}, {'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}",651,Wh/kg,None
NaV2O5,"[{'Na': '1.0', 'V': '2.0', 'O': '5.0'}]",378.27603896,Wh/kg,None
NiMn2O4-PH,"[{'Ni': '1.0', 'Mn': '2.0', 'O': '4.0'}]",731.25,Wh/kg,None
Co(OH)2 / / AC,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",13.6,Whkg−1,None
Li / CuO,"[{'Li': '1.0'}, {'Cu': '1.0', 'O': '1.0'}]",300,Whkg−1,None
BP2000-FeS-S,"[{'B': '1.0', 'P': '2000.0'}]",1520.505,Wh/kg,None
Lithium iron phosphate,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",200,Whkg−1,None
Boron nitride,"[{'B': '1.0', 'N': '1.0'}]",1112.8665556,Wh/kg,None
Zn / MnO2,"[{'Zn': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",40,Whkg−1,None
LiCoO2 / Si,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}, {'Si': '1.0'}]",338,Whkg−1,None
NiWO4 / / AC,"[{'Ni': '1.0', 'W': '1.0', 'O': '4.0'}]",26.7,Whkg−1,None
CoMn2O4,"[{'Co': '1.0', 'Mn': '2.0', 'O': '4.0'}]",40.28,Whkg−1,None
LiFePO4 / VO-CFLIB,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'V': '1.0', 'O': '1.0'}]",223,Whkg−1,None
Nb2O5-450,"[{'Nb': '2.0', 'O': '5.0'}]",86,Whkg−1,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",390,Whkg−1,None
NiSO4,"[{'Ni': '1.0', 'S': '1.0', 'O': '4.0'}]",421.33333333,Wh/kg,None
SnS2-T,"[{'Sn': '1.0', 'S': '2.0'}]",817.5,Wh/kg,None
Co9S8-NSA / / AC,"[{'Co': '9.0', 'S': '8.0'}]",20,Whkg−1,None
Niobium pentoxide,"[{'Nb': '2.0', 'O': '5.0'}]",373.40625,Wh/kg,None
Na2FeP2O7 / C,"[{'Na': '2.0', 'Fe': '1.0', 'P': '2.0', 'O': '7.0'}, {'C': '1.0'}]",253,Whkg−1,None
La0.6Sr0.4Co0.2Fe0.8O3,"[{'La': '0.6', 'Sr': '0.4', 'Co': '0.2', 'Fe': '0.8', 'O': '3.0'}]",12.167142857,Wh/kg,None
Co3O4 @ NiO,"[{'Co': '3.0', 'O': '4.0'}, {'Ni': '1.0', 'O': '1.0'}]",31,Whkg−1,None
SnSb–(ZnO)x,"[{'Sn': '1.0', 'Sb': '1.0'}]",1970.98,Wh/kg,None
AC / V2O5-CNT,"[{'V': '2.0', 'O': '5.0'}]",38,Whkg−1,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",2600,Whkg−1,None
NVOP,"[{'N': '1.0', 'V': '1.0', 'O': '1.0', 'P': '1.0'}]",400,Whkg−1,None
Mo-doped WO3,"[{'W': '1.0', 'O': '3.0'}]",26.3381,Wh/kg,None
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",39,Whkg−1,None
Na2Ni2TeO6,"[{'Na': '2.0', 'Ni': '2.0', 'Te': '1.0', 'O': '6.0'}]",436.175,Wh/kg,None
Sn2Fe / Al2O3,"[{'Sn': '2.0', 'Fe': '1.0'}, {'Al': '2.0', 'O': '3.0'}]",180.75,Wh/kg,None
Li[FeyMn2−y]O4,"[{'Li': '1.0', 'Fe': 'y', 'Mn': '2-y', 'O': '4.0'}]",592,Wh/kg,None
FeS2 @ C-2,"[{'Fe': '1.0', 'S': '2.0'}]",904.29,Wh/kg,None
KNCF,"[{'K': '1.0', 'N': '1.0', 'C': '1.0', 'F': '1.0'}]",87,Whkg−1,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",19,Whkg−1,None
LiPF6 / carbonates,"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",590,Wh/kg,None
3 V LixMnO2,"[{'V': '1.0', 'Li': 'x', 'Mn': '1.0', 'O': '2.0'}]",480,Whkg−1,None
NaxFe0.5Mn0.5O2,"[{'Na': 'x', 'Fe': '0.5', 'Mn': '0.5', 'O': '2.0'}]",561,Whkg−1,None
Co9S8,"[{'Co': '9.0', 'S': '8.0'}]",7.4,Whkg−1,None
Fluorophosphate Na3V2(PO4)2F3,"[{'P': '2.0', 'O': '8.0', 'Na': '3.0', 'V': '2.0', 'F': '3.0'}]",507,Whkg−1,None
Na2Li2Ti6O14,"[{'Na': '2.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",139.92154167,Wh/kg,None
Fe2O3 / SnO2,"[{'Fe': '2.0', 'O': '3.0'}, {'Sn': '1.0', 'O': '2.0'}]",1383.3415385,Wh/kg,None
Li / LiMn204,"[{'Li': '1.0'}, {'Li': '1.0', 'Mn': '204.0'}]",120,Wh/kg,None
V2ON / Li,"[{'V': '2.0', 'O': '1.0', 'N': '1.0'}, {'Li': '1.0'}]",3436,Wh/kg,None
Ti2Nb10O29-900,"[{'Ti': '2.0', 'Nb': '10.0', 'O': '29.0'}]",278.331,Wh/kg,None
Li / LiFexMn1−xPO4,"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': 'x', 'Mn': '1-x', 'P': '1.0', 'O': '4.0'}]",1098,Wh/kg,None
Graphene / RuO2,"[{'Ru': '1.0', 'O': '2.0'}]",4.3,Whkg−1,None
Li2SO4,"[{'Li': '2.0', 'S': '1.0', 'O': '4.0'}]",210,Whkg−1,None
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",320,Whkg−1,None
LiNiO2-20,"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",725,Whkg−1,None
LiMn2O4 / / Bi2O3,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}, {'Bi': '2.0', 'O': '3.0'}]",50,Whkg−1,None
MnO2-LMP / C,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",31.607555556,Wh/kg,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",17.5,Whkg−1,None
LiFeOOH,"[{'Li': '1.0', 'Fe': '1.0', 'O': '2.0', 'H': '1.0'}]",501.41,Wh/kg,None
Urea-doped Co(OH)2,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",70,Whkg−1,None
Graphene / Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",35.7,Whkg−1,None
TiO2-B,"[{'Ti': '1.0', 'O': '2.0'}]",23,Whkg−1,None
NaVO2,"[{'Na': '1.0', 'V': '1.0', 'O': '2.0'}]",401.86666667,Wh/kg,None
Cobalt oxide,"[{'Co': '2.0', 'O': '3.0'}]",5,Whkg−1,None
SnO2 @ C600-6 based,"[{'Sn': '1.0', 'O': '2.0'}]",5,Whkg−1,None
NiCo2S4-G,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}]",2544,Wh/kg,None
CoSn(OH)6 / / AC,"[{'O': '6.0', 'H': '6.0', 'Co': '1.0', 'Sn': '1.0'}]",71.2,Whkg−1,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",586,Whkg−1,None
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",37.5,Whkg−1,None
TiNb24O62,"[{'Ti': '1.0', 'Nb': '24.0', 'O': '62.0'}]",667.32,Wh/kg,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",200,Wh/kg,None
SnSb-C,"[{'Sn': '1.0', 'Sb': '1.0'}]",495.6,Wh/kg,None
Li[CrTi]O4,"[{'Li': '1.0', 'Cr': '1.0', 'Ti': '1.0', 'O': '4.0'}]",211.75,Wh/kg,None
Co @ PNCS-2,"[{'Co': '1.0'}, {'P': '1.0', 'N': '1.0', 'C': '1.0', 'S': '1.0'}]",4701.18,Wh/kg,None
H2SO4,"[{'H': '2.0', 'S': '1.0', 'O': '4.0'}]",38.5,Whkg−1,None
Cu3SbS4,"[{'Cu': '3.0', 'Sb': '1.0', 'S': '4.0'}]",0.57,Whkg−1,None
Li(Ni0.75Co0.25)O2,"[{'Li': '1.0', 'Ni': '0.75', 'Co': '0.25', 'O': '2.0'}]",693.5,Wh/kg,None
V2O5 / Ketjin black,"[{'V': '2.0', 'O': '5.0'}]",56.83,Whkg−1,None
Lithium polysulfide,"[{'Li': '2.0', 'S': '8.0'}]",504,Whkg−1,None
LiNO3-KNO3 / MnO2,"[{'Li': '1.0', 'N': '1.0', 'O': '3.0'}, {'Mn': '1.0', 'O': '2.0'}]",3576.8,Wh/kg,None
Fe2O3 / C nano,"[{'Fe': '2.0', 'O': '3.0'}]",3,Whkg−1,None
BiOF,"[{'Bi': '1.0', 'O': '1.0', 'F': '1.0'}]",32.0375,Wh/kg,None
Ni(OH)2 / / AC,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",35.7,Whkg−1,None
TiO2–RGO,"[{'Ti': '1.0', 'O': '2.0'}]",703.2,Wh/kg,None
CoSnO3,"[{'Co': '1.0', 'Sn': '1.0', 'O': '3.0'}]",949.1054113,Wh/kg,None
Bi2O3 / / AC,"[{'Bi': '2.0', 'O': '3.0'}]",4.5,Whkg−1,None
Li2CoTi3O8,"[{'Li': '2.0', 'Co': '1.0', 'Ti': '3.0', 'O': '8.0'}]",333.45666667,Wh/kg,None
NV3.8OPF,"[{'N': '1.0', 'V': '3.8', 'O': '1.0', 'P': '1.0', 'F': '1.0'}]",575.36,Wh/kg,None
LMO @ LMP-1,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",14.948666667,Wh/kg,None
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",380,Wh/kg,None
Cobalt hydroxide,"[{'O': '3.0', 'H': '3.0', 'Co': '1.0'}]",22.7,Whkg−1,None
Na0.6[Li0.2Mn0.8]O2,"[{'Na': '0.6', 'Li': '0.2', 'Mn': '0.8', 'O': '2.0'}]",869,Whkg−1,None
Na / ZnCl2,"[{'Na': '1.0'}, {'Zn': '1.0', 'Cl': '2.0'}]",697.9,Whkg−1,None
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",20,Whkg−1,None
ZnCl2 / polyvinyl-alcohol,"[{'Zn': '1.0', 'Cl': '2.0'}, {'O': '1.0', 'H': '4.0', 'C': '2.0'}]",110,Whkg−1,None
NiCo2S4,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}]",22.4,Wh/kg,None
Ni(OH)2 / CNT-AC,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",49.3,Whkg−1,None
MnO2 / graphene / / graphene / Ag,"[{'Mn': '1.0', 'O': '2.0'}, {'Ag': '1.0'}]",50.8,Whkg−1,None
CoMoO4 / / AC,"[{'Co': '1.0', 'Mo': '1.0', 'O': '4.0'}]",14.8,Whkg−1,None
NiχCo1−χ oxides,"[{'Ni': 'χ', 'Co': '1-δ'}]",22.66,Whkg−1,None
Co3S4 @ MoS2,"[{'Co': '3.0', 'S': '4.0'}, {'Mo': '1.0', 'S': '2.0'}]",259.71,Wh/kg,None
V2O3 @ C,"[{'V': '2.0', 'O': '3.0'}, {'C': '1.0'}]",12.8,Whkg−1,None
LiMn0.5Fe0.5PO4,"[{'Li': '1.0', 'Mn': '0.5', 'Fe': '0.5', 'P': '1.0', 'O': '4.0'}]",546,Whkg−1,None
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",580,Whkg−1,None
FeS2 / LS-Na3SbS3.75Se0.25 / Na,"[{'Fe': '1.0', 'S': '2.0'}, {'Na': '1.0'}]",570.38,Wh/kg,None
LiFePO4 / C nano-flakes,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",27.36405,Wh/kg,None
V2O5,"[{'V': '2.0', 'O': '5.0'}]",18,Whkg−1,None
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",697,Whkg−1,None
Cl-doped Li3V2(PO4)3 / C,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",513.205,Wh/kg,None
Lix[Mn2]O4,"[{'Li': 'x', 'Mn': '2.0', 'O': '4.0'}]",300,Wh/kg,None
Cu2GeS3,"[{'Cu': '2.0', 'Ge': '1.0', 'S': '3.0'}]",846.9,Wh/kg,None
HO–CuCo2O4 / / AC,"[{'H': '1.0', 'O': '1.0'}]",42.8,Whkg−1,None
Co3P2O8·8H2O,"[{'Co': '3.0', 'P': '2.0', 'O': '8.0'}]",11.9,Whkg−1,None
Pb(NO3)2,"[{'N': '2.0', 'O': '6.0', 'Pb': '1.0'}]",581.68464193,Wh/kg,None
Na2SO4,"[{'Na': '2.0', 'S': '1.0', 'O': '4.0'}]",85.7,Whkg−1,None
CNT / Nb2O5 / / AC,"[{'Nb': '2.0', 'O': '5.0'}]",50,Whkg−1,None
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",1550,Whkg−1,None
Vanadium nitride,"[{'V': '3.0', 'N': '5.0'}]",10,Whkg−1,None
ZnFe2O4-G,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",3505,Wh/kg,None
RuO2,"[{'Ru': '1.0', 'O': '2.0'}]",638,Whkg-1,None
SiO,"[{'Si': '1.0', 'O': '1.0'}]",1331.3561964,Wh/kg,None
Li2S6,"[{'Li': '2.0', 'S': '6.0'}]",793,Whkg−1,Cath
Antimony oxides,"[{'Sb': '2.0', 'O': '5.0'}]",1265.2583333,Wh/kg,None
Fe3O4 / GNS,"[{'Fe': '3.0', 'O': '4.0'}]",454.2,Wh/kg,None
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",80,Whkg-1,None
Ni2P,"[{'Ni': '2.0', 'P': '1.0'}]",34.62,Whkg−1,None
NiO / Li,"[{'Ni': '1.0', 'O': '1.0'}, {'Li': '1.0'}]",707.18333333,Wh/kg,None
Carbon-doped TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",397.565,Wh/kg,None
NiCoLDHs / Zn2SnO4,"[{'Zn': '2.0', 'Sn': '1.0', 'O': '4.0'}]",23.7,Whkg−1,None
NaNiPO4,"[{'Na': '1.0', 'Ni': '1.0', 'P': '1.0', 'O': '4.0'}]",32,Whkg−1,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",16,Whkg−1,None
MnO2 / / MnO2,"[{'Mn': '1.0', 'O': '2.0'}, {'Mn': '1.0', 'O': '2.0'}]",8.1,Whkg−1,None
Li[LixNi1−x]O2,"[{'Li': 'x+1', 'Ni': '1-x', 'O': '2.0'}]",718.025,Wh/kg,None
Co(OH)2CO3,"[{'O': '5.0', 'H': '2.0', 'Co': '1.0', 'C': '1.0'}]",35.5,Whkg−1,None
CuCo2S4,"[{'Cu': '1.0', 'Co': '2.0', 'S': '4.0'}]",20.93,Whkg−1,None
ZnCo2O4 @ MnO2,"[{'Zn': '1.0', 'Co': '2.0', 'O': '4.0'}, {'Mn': '1.0', 'O': '2.0'}]",37.8,Whkg−1,None
Ni(OH)2,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",45.84,Whkg−1,None
Nickel / iron,"[{'Ni': '1.0'}, {'Fe': '1.0'}]",600.75,Wh/kg,None
Mg2+ / Mg0,"[{'Mg': '2.0'}, {'Mg': '0'}]",163.2,Wh/kg,None
Iron oxide,"[{'Fe': '2.0', 'O': '3.0'}]",93.9,Whkg−1,None
CoO,"[{'Co': '1.0', 'O': '1.0'}]",930.274,Wh/kg,None
NaIBSC,"[{'Na': '1.0', 'I': '1.0', 'B': '1.0', 'S': '1.0', 'C': '1.0'}]",98,Whkg−1,None
Li Ni0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",650,Whkg−1,None
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",22.1,Whkg−1,None
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",400,Whkg−1,None
PPy @ V2O5 / / AC,"[{'P': 'y+1', 'V': '2.0', 'O': '5.0'}]",24,Whkg−1,None
FeSe2 / Na3V2(PO4)3,"[{'Fe': '1.0', 'Se': '2.0'}, {'P': '3.0', 'O': '12.0', 'Na': '3.0', 'V': '2.0'}",686.8,Wh/kg,None
Ni(OH)2,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",42,Whkg−1,None
HPN-CNS,"[{'H': '1.0', 'P': '1.0', 'N': '1.0'}]",34,Whkg−1,None
NiCo hydroxide @ Ni3S2,"[{'Ni': '1.0', 'Co': '1.0'}, {'Ni': '3.0', 'S': '2.0'}]",36.9,Whkg−1,None
HSPC,"[{'H': '1.0', 'S': '1.0', 'P': '1.0', 'C': '1.0'}]",8.3,Whkg−1,None
Ethanol / butyl carbitol,"[{'C': '2.0', 'H': '6.0', 'O': '1.0'}]",2800,Wh/kg,None
Li / / α-MoO3,"[{'Li': '1.0'}, {'Mo': '1.0', 'O': '3.0'}]",314.5,Wh/kg,None
Co(OH)2,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",11.3,Whkg−1,None
Cobalt molybdate,"[{'Mo': '3.0', 'O': '12.0', 'Co': '2.0'}]",10,Whkg−1,None
Li0.6CoO2,"[{'Li': '0.6', 'Co': '1.0', 'O': '2.0'}]",220,Wh/kg,None
NaNiMnSnO,"[{'Na': '1.0', 'Ni': '1.0', 'Mn': '1.0', 'Sn': '1.0', 'O': '1.0'}]",161.09844444,Wh/kg,None
NiCo2O4 / / AC,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",3.91,Whkg−1,None
Li2.6Co0.4N,"[{'Li': '2.6', 'Co': '0.4', 'N': '1.0'}]",798.74270698,Wh/kg,None
NiCo2O4–Cu,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",19.4,Whkg−1,None
Co9S8-NSA / / AC,"[{'Co': '9.0', 'S': '8.0'}]",17.75,Whkg−1,None
Li1.2Mn0.4Co0.4O2,"[{'Li': '1.2', 'Mn': '0.4', 'Co': '0.4', 'O': '2.0'}]",742.5,Wh/kg,None
LaNi3.55Mn0.4Al0.3Co0.2Fe0.55,"[{'La': '1.0', 'Ni': '3.55', 'Mn': '0.4', 'Al': '0.3', 'Co': '0.2', 'Fe': '0.55",57.909,Wh/kg,None
CNF / CuO,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}, {'Cu': '1.0', 'O': '1.0'}]",8.84,Wh/kg,None
Ruthenium oxide,"[{'Ru': '1.0', 'O': '2.0'}]",1.9,Whkg−1,None
NiO @ CNTs,"[{'Ni': '1.0', 'O': '1.0'}]",331.075,Wh/kg,None
NiWO4–CoWO4,"[{'Ni': '1.0', 'W': '1.0', 'O': '4.0'}]",12,Whkg−1,None
PVdF,"[{'P': '1.0', 'V': 'd', 'F': '1.0'}]",777.43333333,Wh/kg,None
Fe2O3–Ag,"[{'Fe': '2.0', 'O': '3.0'}]",447.8965,Wh/kg,None
KNCF,"[{'K': '1.0', 'N': '1.0', 'C': '1.0', 'F': '1.0'}]",119,Whkg−1,None
Li4Ti5O12 / LiCoPO4,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'Li': '1.0', 'Co': '1.0', 'P': '1.0'",434,Whkg−1,None
CoS2,"[{'Co': '1.0', 'S': '2.0'}]",984.6,Whkg−1,None
Ni2P,"[{'Ni': '2.0', 'P': '1.0'}]",18,Whkg−1,None
NiCo2O4,"[{'Ni': '1.0', 'Co': '2.0', 'O': '4.0'}]",3,Wh/kg,None
NiCo2S4,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}]",16.6,Whkg−1,None
K2SO4 / MnO2,"[{'K': '2.0', 'S': '1.0', 'O': '4.0'}, {'Mn': '1.0', 'O': '2.0'}]",17,Whkg−1,None
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",158,Whkg−1,None
Li5Cr7Ti6O25 @ PPy,"[{'Li': '5.0', 'Cr': '7.0', 'Ti': '6.0', 'O': '25.0'}, {'P': 'y+1'}]",25.856625,Wh/kg,None
Li7La3Zr2O12,"[{'Li': '7.0', 'La': '3.0', 'Zr': '2.0', 'O': '12.0'}]",93,Wh/kg,None
FeS2 @ C-0,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '0.0'}]",952.54545455,Wh/kg,None
LiMn1.99Nd0.01O4,"[{'Li': '1.0', 'Mn': '1.99', 'Nd': '0.01', 'O': '4.0'}]",640.7,Wh/kg,None
Li1.2Cr0.4Mn0.4O2,"[{'Li': '1.2', 'Cr': '0.4', 'Mn': '0.4', 'O': '2.0'}]",557.175,Wh/kg,None
