Compound_name,Extracted_name,Molecular_weight,Type,Voltage_in_V
TiN @ CNT-S,"[{'Ti': '1.0', 'N': '1.0'}]",61.874,Cath,0.49
RuO2 / mTiO2,"[{'Ru': '1.0', 'O': '2.0'}, {'Ti': '1.0', 'O': '2.0'}]",212.933,Cath,4.0
Sulfur / C3N4,"[{'S': '1.0'}, {'C': '3.0', 'N': '4.0'}]",124.121,Cath,2.1
Na0.6MnO2,"[{'Na': '0.6', 'Mn': '1.0', 'O': '2.0'}]",100.73,Cath,4.3
(Ni0.33Co0.67)N,"[{'Ni': '0.33', 'Co': '0.67', 'N': '1.0'}]",72.8608,Anod,3.0
LiCrTiO4,"[{'Li': '1.0', 'Cr': '1.0', 'Ti': '1.0', 'O': '4.0'}]",170.799,Anod,3.25
GeS2,"[{'Ge': '1.0', 'S': '2.0'}]",136.75,Anod,0.45
SiAlMn,"[{'Si': '1.0', 'Al': '1.0', 'Mn': '1.0'}]",110.005,Anod,1.5
SVO,"[{'S': '1.0', 'V': '1.0', 'O': '1.0'}]",99.0005,Cath,1.5
FeOF,"[{'Fe': '1.0', 'O': '1.0', 'F': '1.0'}]",90.842,Cath,1.8
FePO4,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Anod,1.0
CoSe2 @ C / CNT,"[{'Co': '1.0', 'Se': '2.0', 'C': '1.0'}]",228.886,Anod,1.9
Na7H2[PV14O42],"[{'P': '1.0', 'V': '14.0', 'O': '42.0', 'Na': '7.0', 'H': '2.0'}]",1579.059,Anod,1.0
Li3CrMnO5,"[{'Li': '3.0', 'Cr': '1.0', 'Mn': '1.0', 'O': '5.0'}]",207.749,Cath,4.3
Methanol,"[{'C': '1.0', 'H': '4.0', 'O': '1.0'}]",32.042,Anod,0.4
Ir / C,"[{'Ir': '1.0'}, {'C': '1.0'}]",204.231,Cath,0.89
LiCo0.8Ni0.1Mn0.1O2,"[{'Li': '1.0', 'Co': '0.8', 'Ni': '0.1', 'Mn': '0.1', 'O': '2.0'}]",97.4475,Cath,4.2
Na2Ti6O13,"[{'Na': '2.0', 'Ti': '6.0', 'O': '13.0'}]",541.169,Anod,0.3
K0.6CoO2,"[{'K': '0.6', 'Co': '1.0', 'O': '2.0'}]",114.3898,Cath,2.7
LiVOPO4,"[{'Li': '1.0', 'V': '1.0', 'O': '5.0', 'P': '1.0'}]",168.85049999999998,Cath,0.66
Zn3(HCOO)6,"[{'H': '6.0', 'C': '6.0', 'O': '12.0', 'Zn': '3.0'}]",466.242,Anod,3.0
NaNi0.5Mn0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",111.8035,Cath,1.0
Na0.67Co0.25Mn0.75O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.75', 'O': '2.0'}]",103.33805,Cath,2.4
LiMn0.8Fe0.2PO4,"[{'Li': '1.0', 'Mn': '0.8', 'Fe': '0.2', 'P': '1.0', 'O': '4.0'}]",157.0294,Cath,1.8
La0.6Sr0.4Co0.2Fe0.8O3âÎ´,"[{'La': '0.6', 'Sr': '0.4', 'Co': '0.2', 'Fe': '0.8', 'O': '3.0'}]",222.85360000000003,Cath,0.02
Na2Fe2(SO4)3,"[{'S': '3.0', 'O': '12.0', 'Na': '2.0', 'Fe': '2.0'}]",445.838,Cath,3.8
NaMnO2,"[{'Na': '1.0', 'Mn': '1.0', 'O': '2.0'}]",109.926,Cath,1.1
LiNi0.5Co0.5PO4,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'P': '1.0', 'O': '4.0'}]",160.723,Cath,4.8
Mo6+âTiO2 / MoO3 NH,"[{'Mo': '1.0', 'O': '3.0', 'N': '1.0', 'H': '1.0'}]",158.96200000000002,Anod,3.0
TiO2 / Ti,"[{'Ti': '1.0', 'O': '2.0'}, {'Ti': '1.0'}]",127.732,Anod,0.09
Li1.13Mn0.463Ni0.203Co0.203O2,"[{'Li': '1.13', 'Mn': '0.463', 'Ni': '0.203', 'Co': '0.203', 'O': '2.0'}]",89.154572,Cath,4.75
Sn4P3,"[{'Sn': '4.0', 'P': '3.0'}]",567.762,Anod,0.3
Nickel oxide,"[{'Ni': '2.0', 'O': '3.0'}]",165.38299999999998,Cath,1.5
Li2CoPO4F,"[{'Li': '2.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",186.781,Cath,2.0
MnVO,"[{'Mn': '1.0', 'V': '1.0', 'O': '1.0'}]",121.8785,Cath,0.2
Ca2Ge7O16,"[{'Ca': '2.0', 'Ge': '7.0', 'O': '16.0'}]",844.5500000000001,Anod,3.0
Na[Ni0.8Fe0.1Mn0.1]O2,"[{'Na': '1.0', 'Ni': '0.8', 'Fe': '0.1', 'Mn': '0.1', 'O': '2.0'}]",113.02070000000002,Cath,4.1
Li3.94La0.06Ti5O12,"[{'Li': '3.94', 'La': '0.06', 'Ti': '5.0', 'O': '12.0'}]",467.0012,Anod,1.55
Si20Co10C70,"[{'Si': '20.0', 'Co': '10.0', 'C': '70.0'}]",1991.8,Anod,3.0
Sodium titanate,"[{'Na': '2.0', 'Ti': '1.0', 'O': '3.0'}]",141.844,Anod,2.5
Na0.33V2O5,"[{'Na': '0.33', 'V': '2.0', 'O': '5.0'}]",189.4647,Cath,0.3
Li3PO4 / Li2RuO3,"[{'Li': '3.0', 'P': '1.0', 'O': '4.0'}, {'Li': '2.0', 'Ru': '1.0', 'O': '3.0'}]",278.737,Cath,3.4
LiNiCo1 / 3Mn1 / 3O2,"[{'Li': '1.0', 'Ni': '1.0', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",135.58420429999998,Cath,2.5
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",76.695,Anod,3.0
BiVO4,"[{'Bi': '1.0', 'V': '1.0', 'O': '4.0'}]",323.9175,Anod,4.5
ScO2,"[{'Sc': '1.0', 'O': '2.0'}]",76.95400000000001,Cath,0.5
Bi2MoO6 / rGO-20,"[{'Bi': '2.0', 'Mo': '1.0', 'O': '6.0'}]",609.904,Anod,3.0
3Co1 / 3Mn1 / 3O2,"[{'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",69.9512043,Cath,4.6
LiFe0.5Mn1.5O4,"[{'Li': '1.0', 'Fe': '0.5', 'Mn': '1.5', 'O': '4.0'}]",181.2655,Cath,5.3
LiAl0.1Mn1.9O4,"[{'Li': '1.0', 'Al': '0.1', 'Mn': '1.9', 'O': '4.0'}]",178.0164,Cath,3.0
FeS @ TiO2 @ C,"[{'Fe': '1.0', 'S': '1.0'}, {'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",179.78099999999998,Anod,3.0
Na4C24H8O8,"[{'Na': '4.0', 'C': '24.0', 'H': '8.0', 'O': '8.0'}]",516.28,Anod,0.4
Pd / C,"[{'Pd': '1.0'}, {'C': '1.0'}]",118.431,Cath,1.83
Cu2S,"[{'Cu': '2.0', 'S': '1.0'}]",159.152,Cath,2.0
PrBa0.5Sr0.5Co2O5+Î´,"[{'Pr': '1.0', 'Ba': '0.5', 'Sr': '0.5', 'Co': '2.0', 'O': '5.0'}]",451.246,Cath,0.76
MnO2 @ C @ MnO,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}, {'Mn': '1.0', 'O': '1.0'}]",169.884,Anod,3.0
VS4,"[{'V': '1.0', 'S': '4.0'}]",179.1815,Cath,1.82
Nickel phosphide,"[{'Ni': '1.0', 'P': '1.0'}]",89.667,Anod,0.4
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",228.81000000000003,Anod,0.5
S-TCS / ZnO(6),"[{'Zn': '1.0', 'O': '6.0'}]",161.374,Cath,3.0
NS-LiNi0.5Mn0.5O2,"[{'N': '1.0', 'S': '1.0'}]",46.067,Cath,4.2
Fe(VI),"[{'V': '1.0', 'I': '1.0', 'Fe': '1.0'}]",233.6865,Cath,0.2
Mg2Si / C,"[{'Mg': '2.0', 'Si': '1.0'}, {'C': '1.0'}]",88.70599999999999,Anod,3.0
NiHCF,"[{'Ni': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",90.71,Cath,3.3
C8H4Na2O4,"[{'C': '8.0', 'H': '4.0', 'Na': '2.0', 'O': '4.0'}]",210.096,Anod,3.6
CeF3,"[{'Ce': '1.0', 'F': '3.0'}]",197.114,Anod,2.5
NiCo2S4,"[{'Ni': '1.0', 'Co': '2.0', 'S': '4.0'}]",304.799,Anod,2.0
Hydrogen titanate,"[{'H': '2.0', 'Ti': '1.0', 'O': '3.0'}]",97.88,Anod,2.8
NCOâC,"[{'N': '1.0', 'C': '1.0', 'O': '1.0'}]",42.017,Anod,3.0
S @ Ni(OH)2,"[{'S': '1.0'}, {'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",124.767,Cath,3.0
FeCo2O4,"[{'Fe': '1.0', 'Co': '2.0', 'O': '4.0'}]",237.707,Cath,2.67
Li2FeMn3O8,"[{'Li': '2.0', 'Fe': '1.0', 'Mn': '3.0', 'O': '8.0'}]",362.531,Cath,4.9
NiV3O8,"[{'Ni': '1.0', 'V': '3.0', 'O': '8.0'}]",339.5095,Cath,4.2
SSC,"[{'S': '2.0', 'C': '1.0'}]",76.131,Cath,0.05
La0.58Sr0.4Co0.2Fe0.8O3âÎ´,"[{'La': '0.58', 'Sr': '0.4', 'Co': '0.2', 'Fe': '0.8', 'O': '3.0'}]",220.0754,Cath,0.7
Co3O4 / MoS2,"[{'Co': '3.0', 'O': '4.0'}, {'Mo': '1.0', 'S': '2.0'}]",400.865,Anod,3.0
Na3FeF6 / C,"[{'Na': '3.0', 'Fe': '1.0', 'F': '6.0'}, {'C': '1.0'}]",250.814,Cath,2.6
LiNbO3,"[{'Li': '1.0', 'Nb': '1.0', 'O': '3.0'}]",147.84300000000002,Cath,3.7
Permanganate,"[{'Mn': '1.0', 'O': '4.0'}]",118.934,Cath,1.382
NiCoO2 / Ni,"[{'Ni': '1.0', 'Co': '1.0', 'O': '2.0'}, {'Ni': '1.0'}]",208.317,Cath,2.4
Li0.21Co2.79O4,"[{'Li': '0.21', 'Co': '2.79', 'O': '4.0'}]",229.87647,Anod,2.5
LiVP2O7 / C,"[{'Li': '1.0', 'V': '1.0', 'P': '2.0', 'O': '7.0'}, {'C': '1.0'}]",243.8335,Cath,4.2
LiCo0.4Ni0.3Mn0.3O2,"[{'Li': '1.0', 'Co': '0.4', 'Ni': '0.3', 'Mn': '0.3', 'O': '2.0'}]",96.6005,Cath,4.2
LiNi0.995Al0.005O2,"[{'Li': '1.0', 'Ni': '0.995', 'Al': '0.005', 'O': '2.0'}]",97.472445,Cath,4.4
CoSb3 @ NCL-30,"[{'Co': '1.0', 'Sb': '3.0'}]",424.213,Cath,0.1
Ag @ CeO2,"[{'Ag': '1.0'}, {'Ce': '1.0', 'O': '2.0'}]",279.988,Cath,2.2
NiO / C,"[{'Ni': '1.0', 'O': '1.0'}, {'C': '1.0'}]",86.70299999999999,Cath,3.0
Argyrodite,"[{'Ag': '8.0', 'Ge': '1.0', 'S': '6.0'}]",1127.95,Elec,0.025
Na4NiTeO6,"[{'Na': '4.0', 'Ni': '1.0', 'Te': '1.0', 'O': '6.0'}]",374.247,Cath,4.5
PPN-13-S,"[{'P': '2.0', 'N': '1.0'}]",75.955,Cath,3.0
Ni / PSU / Ir,"[{'Ni': '1.0'}, {'P': '1.0', 'S': '1.0', 'U': '1.0'}, {'Ir': '1.0'}]",551.977,Cath,1.57
NVO,"[{'N': '1.0', 'V': '1.0', 'O': '1.0'}]",80.94749999999999,Anod,3.0
MgFe2O4,"[{'Mg': '1.0', 'Fe': '2.0', 'O': '4.0'}]",199.991,Anod,0.4
K0.27MnO2Â·0.6H2O,"[{'K': '0.27', 'Mn': '1.0', 'O': '2.0'}]",97.49246,Cath,0.6
LiTi2O4,"[{'Li': '1.0', 'Ti': '2.0', 'O': '4.0'}]",166.67,Anod,3.5
CoNiO2 / SCC-N,"[{'Co': '1.0', 'Ni': '1.0', 'O': '2.0'}, {'S': '1.0', 'C': '2.0'}]",205.706,Cath,0.13
NaVOPO4,"[{'Na': '1.0', 'V': '1.0', 'O': '5.0', 'P': '1.0'}]",184.9005,Anod,3.34
Li3FeF6 / C,"[{'Li': '3.0', 'Fe': '1.0', 'F': '6.0'}, {'C': '1.0'}]",202.664,Cath,2.0
CuInTe2,"[{'Cu': '1.0', 'In': '1.0', 'Te': '2.0'}]",433.566,Anod,3.0
LiNi0.81Co0.19O2,"[{'Li': '1.0', 'Ni': '0.81', 'Co': '0.19', 'O': '2.0'}]",97.6766,Cath,1.5
PBCC,"[{'P': '1.0', 'B': '1.0', 'C': '2.0'}]",65.806,Cath,0.7
NiSb,"[{'Ni': '1.0', 'Sb': '1.0'}]",180.453,Anod,2.0
SH-MoS2 / C,"[{'S': '1.0', 'H': '1.0'}, {'C': '1.0'}]",45.07900000000001,Anod,3.0
SnSe0.5S0.5 / C,"[{'Sn': '1.0', 'Se': '0.5', 'S': '0.5'}, {'C': '1.0'}]",186.2365,Anod,3.0
FeCo / FeCoNi @ NCNTs-HF air,"[{'Fe': '1.0', 'Co': '1.0'}]",114.778,Cath,0.86
