Compound_name,Extracted_name,Type,Molecular_weight,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent
FeC2O4,"[{'Fe': '1.0', 'C': '2.0', 'O': '4.0'}]",Anode,0.00229362071249374,0.21736413018502007,0.42727706344906335,0.829580883386069
MoO3,"[{'Mo': '1.0', 'O': '3.0'}]",Anode,0.0022949764903424236,0.005046002261050193,0.39882121807465604,0.6948748987084705
Si0.8Sb,"[{'Si': '0.8', 'Sb': '1.0'}]",Anode,0.00229951189005052,0.19822332925854097,0.42727706344906335,0.829580883386069
Mo0.8Si0.2P2,"[{'Mo': '0.8', 'Si': '0.2', 'P': '2.0'}]",Anode,0.0023010774906615,0.1677313210599362,0.42727706344906335,0.829580883386069
ZnSe-NC,"[{'Zn': '1.0', 'Se': '1.0'}]",Anode,0.0023014971361860924,0.13602147078557705,0.42727706344906335,0.829580883386069
(MoO3)0.98(V2O5)0.02,"[{'Mo': '0.98', 'O': '3.04', 'V': '0.04'}]",Cathode,0.002307220778337285,0.0644675042969145,0.42727706344906335,0.829580883386069
Ru @ HPC,"[{'Ru': '1.0'}, {'H': '1.0', 'P': '1.0', 'C': '1.0'}]",Cathode,0.002312988967474934,0.22977233246629103,0.42727706344906335,0.829580883386069
MnO2 / Ni / PVDF,"[{'Mn': '1.0', 'O': '2.0'}, {'Ni': '1.0'}]",Anode,0.0023221243277410644,0.20994218696863023,0.42727706344906335,0.829580883386069
VPO4,"[{'V': '1.0', 'P': '1.0', 'O': '4.0'}]",Anode,0.0023266839377678867,0.20387595474223105,0.42727706344906335,0.829580883386069
FeNiHCF,"[{'Fe': '1.0', 'Ni': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",Cathode,0.0023370701645015523,0.02434765025413836,0.42727706344906335,0.829580883386069
Si / Sn,"[{'Si': '1.0'}, {'Sn': '1.0'}]",Anode,0.002340943815497791,0.2858390242557376,0.42727706344906335,0.829580883386069
CuCrO2,"[{'Cu': '1.0', 'Cr': '1.0', 'O': '2.0'}]",Anode,0.0023529682737986157,0.14728076544821184,0.42727706344906335,0.829580883386069
S / CB @ Ni(OH)2,"[{'S': '1.0'}, {'O': '2.0', 'H': '2.0', 'C': '1.0', 'B': '1.0', 'Ni': '1.0'}]",Cathode,0.0023537430039978643,0.18611384295811542,0.42727706344906335,0.829580883386069
Li3VO4 / N-doped C,"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Anode,0.002356656312351285,0.10844768793830825,0.42727706344906335,0.829580883386069
LiNbO3,"[{'Li': '1.0', 'Nb': '1.0', 'O': '3.0'}]",Anode,0.002357858758181368,0.01400748168641256,0.7229862475442043,0.901959803519443
Co @ PNCS-2,"[{'Co': '1.0'}, {'P': '1.0', 'N': '1.0', 'C': '1.0', 'S': '1.0'}]",Cathode,0.0023601506683541425,0.9999999999999999,0.02946954813359528,0.829580883386069
Li2NiF4-PEDOT,"[{'Li': '2.0', 'Ni': '1.0', 'F': '4.0'}]",Cathode,0.0023695119915950525,0.09029494756385628,0.42727706344906335,0.05961444192118769
NiCoP,"[{'Ni': '1.0', 'Co': '1.0', 'P': '1.0'}]",Anode,0.0023700768990320043,0.03307934815577349,0.42727706344906335,0.829580883386069
V2O3 / rGO,"[{'V': '2.0', 'O': '3.0'}]",Anode,0.0023907363710119448,0.32012242759584186,0.01571709233791748,1.0
CoSe @ C,"[{'Co': '1.0', 'Se': '1.0'}, {'C': '1.0'}]",Cathode,0.002391301278448896,0.09810751937058244,0.42727706344906335,0.9499794915915526
Ni / PCNFO-S,"[{'Ni': '1.0'}, {'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0', 'O': '1.0'}]",Cathode,0.002403680821424376,0.15509333725493799,0.02750491159135559,0.9899958983183106
SnO2 / MXene,"[{'Sn': '1.0', 'O': '2.0'}]",Anode,0.002404100466948969,0.16911001020229965,0.15324165029469544,0.8289298612431097
SnS,"[{'Sn': '1.0', 'S': '1.0'}]",Anode,0.0024051011601229967,0.10086489765530933,0.2220039292730844,0.6798687461859363
FePO4 / graphene,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",Cathode,0.002405827469684792,0.025726339396501804,0.19253438113948915,0.829580883386069
ZFO @ PPY,"[{'P': '2.0', 'Y': '1.0'}]",Anode,0.002406456937971681,0.30927673967591607,0.42727706344906335,0.829580883386069
FeS2 @ CF-NS,"[{'Fe': '1.0', 'S': '2.0'}, {'C': '1.0', 'F': '1.0'}]",Anode,0.0024083937634698,0.1670419764887545,0.42727706344906335,0.829580883386069
Li2Ru0.75Mn0.25O3,"[{'Li': '2.0', 'Ru': '0.75', 'Mn': '0.25', 'O': '3.0'}]",Cathode,0.0024154954569629047,0.05284055919631614,0.42727706344906335,0.829580883386069
GeSe,"[{'Ge': '1.0', 'Se': '1.0'}]",Anode,0.0024185136766974743,0.16247391979705694,0.42727706344906335,0.829580883386069
FeTiO3,"[{'Fe': '1.0', 'Ti': '1.0', 'O': '3.0'}]",Anode,0.0024202568196457818,0.03271169771780991,0.42727706344906335,0.829580883386069
NIB,"[{'N': '1.0', 'I': '1.0', 'B': '1.0'}]",Anode,0.0024203859413456565,0.029862406823592126,0.8801571709233791,0.829580883386069
Cr2O3,"[{'Cr': '2.0', 'O': '3.0'}]",Anode,0.0024247760791413935,0.013892590924548939,0.42727706344906335,0.829580883386069
Ge @ TiO2,"[{'Ge': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",Anode,0.0024329430266584635,0.3354718333808215,0.42727706344906335,0.829580883386069
NiTiO3,"[{'Ni': '1.0', 'Ti': '1.0', 'O': '3.0'}]",Anode,0.0024662241448011497,0.11488157060267097,0.42727706344906335,0.829580883386069
CoTiO3,"[{'Co': '1.0', 'Ti': '1.0', 'O': '3.0'}]",Anode,0.002470097795797388,0.11947720107721578,0.42727706344906335,0.829580883386069
CaMnO3 / C,"[{'Ca': '1.0', 'Mn': '1.0', 'O': '3.0'}, {'C': '1.0'}]",Cathode,0.0024737616240313306,0.8892453055634701,0.3595284872298624,0.829580883386069
Co0.85Se / NC-X,"[{'Co': '0.85', 'Se': '1.0'}, {'N': '1.0', 'C': '1.0'}]",Anode,0.002474698563366046,0.1784391400656256,0.5854616895874263,0.6752668594123592
CNT / S / ZrO2,"[{'S': '1.0'}, {'Zr': '1.0', 'O': '2.0'}]",Cathode,0.0024779257988522875,0.26148218274065016,0.42727706344906335,0.829580883386069
NP2-Si @ TiO2,"[{'N': '1.0', 'P': '2.0'}, {'Ti': '1.0', 'O': '2.0'}]",Anode,0.002486609233168856,0.204381474094431,0.42727706344906335,0.829580883386069
MoO3 / C,"[{'Mo': '1.0', 'O': '3.0'}, {'C': '1.0'}]",Anode,0.0024888365824916937,0.11488157060267097,0.42727706344906335,0.724887203753539
LiMnPO4,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",Cathode,0.002503201371602746,0.022968961111774922,0.7819253438113948,0.829580883386069
LiMn0.8Fe0.2PO4,"[{'Li': '1.0', 'Mn': '0.8', 'Fe': '0.2', 'P': '1.0', 'O': '4.0'}]",Cathode,0.002506129206147403,0.03399847425068245,0.349705304518664,0.829580883386069
LiTi0.08Fe0.92PO4,"[{'Li': '1.0', 'Ti': '0.08', 'Fe': '0.92', 'P': '1.0', 'O': '4.0'}]",Cathode,0.002507539215110034,0.036755852535409334,0.3889980353634577,0.829580883386069
LiMn0.7Fe0.3PO4-C,"[{'Li': '1.0', 'Mn': '0.7', 'Fe': '0.3', 'P': '1.0', 'O': '4.0'}]",Cathode,0.0025075931234197317,0.03629628948795485,0.42727706344906335,0.829580883386069
LiMn0.21Fe0.79PO4,"[{'Li': '1.0', 'Mn': '0.21', 'Fe': '0.79', 'P': '1.0', 'O': '4.0'}]",Cathode,0.0025147663180541424,0.0249106149872701,0.42727706344906335,0.829580883386069
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",Cathode,0.0025178405443260317,0.013019421134385426,0.03536345776031433,0.842935603597475
Mn2O3,"[{'Mn': '2.0', 'O': '3.0'}]",Anode,0.0025197450893991824,0.34466309432991105,0.5854616895874263,0.6598605428225572
PI-3,"[{'P': '1.0', 'I': '1.0'}]",Cathode,0.002519761229611667,0.11993676412467026,0.8605108055009822,0.829580883386069
MoP2,"[{'Mo': '1.0', 'P': '2.0'}]",Anode,0.002520148594711291,0.2646991240728315,0.01571709233791748,0.829580883386069
VPO4 @ C / graphene,"[{'V': '1.0', 'P': '1.0', 'O': '4.0', 'C': '1.0'}]",Anode,0.0025205440299171573,0.24691403413634314,0.5854616895874263,0.829580883386069
LiFe0.4Mn0.4Co0.2PO4 / C-based,"[{'Li': '1.0', 'Fe': '0.4', 'Mn': '0.4', 'Co': '0.2', 'P': '1.0', 'O': '4.0'}]",Cathode,0.002521953070467039,0.037514131563709224,0.9783889980353633,0.829580883386069
KMnO4,"[{'K': '1.0', 'Mn': '1.0', 'O': '4.0'}]",Cathode,0.002522311383184191,0.055942609766633886,0.5461689587426325,0.829580883386069
LiFe3 / 4Co1 / 4PO4 / C,"[{'Li': '1.0', 'Fe': '0.75', 'Co': '0.25', 'P': '1.0', 'O': '4.0'}]",Cathode,0.0025303007883639332,0.03905366777268173,0.42727706344906335,0.829580883386069
Li0.99La0.01FePO4,"[{'Li': '0.99', 'La': '0.01', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",Cathode,0.0025391407827416003,0.028253936157501446,0.42727706344906335,0.829580883386069
Fe1.7Mn0.3O3,"[{'Fe': '1.7', 'Mn': '0.3', 'O': '3.0'}]",Anode,0.002544631683028769,0.22977233246629103,0.42727706344906335,0.829580883386069
Li2.1Ru0.9Co0.1O3,"[{'Li': '2.1', 'Ru': '0.9', 'Co': '0.1', 'O': '3.0'}]",Cathode,0.0025448318216635744,0.05743618967086094,0.7033398821218074,0.829580883386069
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",Anode,0.002549023434845755,0.08041434204358495,0.15324165029469544,0.7498974579577627
Ru / Ni,"[{'Ru': '1.0'}, {'Ni': '1.0'}]",Cathode,0.0025502500909945634,0.18450537229202474,0.5658153241650293,0.9539811322642284
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",Cathode,0.002555205136227252,0.10408183898749068,0.08447937131630648,1.0
Li5.6Fe0.4Co0.6O4,"[{'Li': '5.6', 'Fe': '0.4', 'Co': '0.6', 'O': '4.0'}]",Cathode,0.0025630783318771077,0.04594711348449894,0.42727706344906335,0.829580883386069
LiNi0.5Co0.5PO4,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'P': '1.0', 'O': '4.0'}]",Cathode,0.0025657446949795193,0.011479884925412917,0.9390962671905696,0.829580883386069
LiCoPO4,"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}]",Cathode,0.002567681520477639,0.022968961111774922,0.9783889980353633,0.829580883386069
CNT @ Li2MnSiO4,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",Cathode,0.002568585372376761,0.015386170828775999,0.4282907662082514,0.829580883386069
Li2FeSiO4,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",Cathode,0.002583224545100047,0.02159027196941148,0.8212180746561886,0.829580883386069
V2O3 / C,"[{'V': '2.0', 'O': '3.0'}, {'C': '1.0'}]",Anode,0.0025845964631612144,0.2393082657009715,0.5854616895874263,0.829580883386069
VOPO4,"[{'V': '1.0', 'O': '5.0', 'P': '1.0'}]",Cathode,0.002584911197304659,0.031011314442228325,0.42727706344906335,0.829580883386069
SnO2 @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",Anode,0.0025979605590982385,0.23712534122556272,0.1728880157170923,0.9799917966366211
SnS / C,"[{'Sn': '1.0', 'S': '1.0'}, {'C': '1.0'}]",Anode,0.0025989612522722668,0.07352089633176775,0.42727706344906335,0.829580883386069
Li2RuO3,"[{'Li': '2.0', 'Ru': '1.0', 'O': '3.0'}]",Cathode,0.0026016405275446656,0.024370628406511084,0.42727706344906335,0.829580883386069
Nickel oxide,"[{'Ni': '2.0', 'O': '3.0'}]",Anode,0.0026409580851564896,0.2552964641219128,0.2907662082514734,0.829580883386069
Al-doped LiAl0.2Cr0.8TiO4,"[{'Li': '1.0', 'Al': '0.2', 'Cr': '0.8', 'Ti': '1.0', 'O': '4.0'}]",Anode,0.0026476272209550143,0.028253936157501446,0.42727706344906335,0.829580883386069
Cobalt oxide,"[{'Co': '2.0', 'O': '3.0'}]",Anode,0.0026487053871489677,0.2380444673204717,0.5363457760314341,0.829580883386069
LiFe0.9Mg0.1PO4 / C,"[{'Li': '1.0', 'Fe': '0.9', 'Mg': '0.1', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.0026607944062997297,0.03514738186931865,0.42727706344906335,0.829580883386069
MnO2 @ TiO2,"[{'Mn': '1.0', 'O': '2.0'}, {'Ti': '1.0', 'O': '2.0'}]",Anode,0.0026638449064592677,0.09190341822994696,0.42727706344906335,0.829580883386069
Se / NPCP,"[{'Se': '1.0'}, {'N': '1.0', 'P': '2.0', 'C': '1.0'}]",Cathode,0.0026660399753571365,0.07071756174229543,0.42727706344906335,0.829580883386069
Ti3C2 / S @ PDA,"[{'Ti': '3.0', 'C': '2.0'}]",Cathode,0.0026771121611213855,0.036755852535409334,0.40864440078585457,0.829580883386069
C6O6 @ graphene,"[{'C': '6.0', 'O': '6.0'}]",Cathode,0.0026841654339770375,0.03560694491677313,0.2907662082514734,0.829580883386069
PIB,"[{'P': '1.0', 'I': '1.0', 'B': '1.0'}]",Anode,0.0026942369265672583,0.05743618967086094,0.13359528487229858,0.829580883386069
LiVOPO4,"[{'Li': '1.0', 'V': '1.0', 'O': '5.0', 'P': '1.0'}]",Cathode,0.002696924271945899,0.020602211417384348,0.12573673870333985,0.829580883386069
LiMnPO4 / C,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.002697061463752016,0.031562790099173704,0.8801571709233791,0.829580883386069
Ammonium vanadate,"[{'N': '3.0', 'H': '12.0', 'V': '1.0', 'O': '4.0'}]",Cathode,0.0027002168752927025,0.025956120920229045,0.42727706344906335,0.829580883386069
LiMn0.7Fe0.3PO4 / C,"[{'Li': '1.0', 'Mn': '0.7', 'Fe': '0.3', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.002701453215569002,0.023106830026011264,0.42727706344906335,0.829580883386069
LiMn0.6Fe0.4PO4 / C,"[{'Li': '1.0', 'Mn': '0.6', 'Fe': '0.4', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.0027029171328413304,0.030781532918501085,0.7976424361493123,0.829580883386069
LiFe0.5Mn0.5PO4 / C,"[{'Li': '1.0', 'Fe': '0.5', 'Mn': '0.5', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.002704381050113659,0.015333321078318734,0.42727706344906335,0.829580883386069
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.0027117006364753018,0.03583672644050037,0.6444007858546168,0.829580883386069
SIB,"[{'S': '1.0', 'I': '1.0', 'B': '1.0'}]",Anode,0.002711765197325239,0.025266776349047324,0.7819253438113948,0.829580883386069
MnO2 @ C @ MnO,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}, {'Mn': '1.0', 'O': '1.0'}]",Anode,0.0027136051815484525,0.11109017546117152,0.5854616895874263,0.7639032003121281
Te / CFC,"[{'Te': '1.0'}, {'C': '2.0', 'F': '1.0'}]",Cathode,0.002725484377936918,0.07276261730346786,0.42727706344906335,0.829580883386069
Fe2Co-TPDC,"[{'Fe': '2.0', 'Co': '1.0'}]",Cathode,0.0027255327985743713,0.20679418009356704,0.42727706344906335,0.829580883386069
Fe2O3 @ C,"[{'Fe': '2.0', 'O': '3.0'}, {'C': '1.0'}]",Anode,0.0027428835269950247,0.19622423000211398,0.42727706344906335,0.829580883386069
LiVPO4F,"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",Cathode,0.0027453287691864,0.031953418689510016,0.8015717092337915,0.829580883386069
MoS2 / C,"[{'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",Anode,0.0027490652283765223,0.10633369792001765,0.5854616895874263,0.9899958983183106
CeO2,"[{'Ce': '1.0', 'O': '2.0'}]",Cathode,0.0027496624162384425,0.031225011259294663,0.42727706344906335,0.829580883386069
MgFeSiO4,"[{'Mg': '1.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",Cathode,0.002751486260249172,0.028713499204955924,0.42727706344906335,0.829580883386069
LiNiPO4 @ C,"[{'Li': '1.0', 'Ni': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.0027576679616306697,0.03836432320150002,0.42727706344906335,0.829580883386069
LiNi0.5Co0.5PO4 / C,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.002759604787128789,0.016994641494866677,0.9214145383104124,0.829580883386069
LiCoPO4 / C,"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.0027615416126269086,0.029862406823592126,0.42727706344906335,0.829580883386069
CNT @ Li2MnSiO4 @ C,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.0027624454645260306,0.03859410472522725,0.44007858546168943,0.829580883386069
NaFePO4,"[{'Na': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",Cathode,0.002776890954699505,0.028713499204955924,0.42727706344906335,0.829580883386069
Li2FeSiO4 / C,"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",Cathode,0.0027770846372493167,0.033538911203227974,0.62475442043222,0.829580883386069
SnSe0.5S0.5-180,"[{'Sn': '1.0', 'Se': '0.5', 'S': '0.5'}]",Anode,0.0027836779140491645,0.21207915513929354,0.42727706344906335,0.829580883386069
Copper oxide,"[{'Cu': '2.0', 'O': '3.0'}]",Anode,0.0027976149875293824,0.18381602772084302,0.19253438113948915,0.829580883386069
Li1.09Mn1.91O4,"[{'Li': '1.09', 'Mn': '1.91', 'O': '4.0'}]",Cathode,0.0028202626108831427,0.02090092739822976,0.8408644400785853,0.829580883386069
LiFePO4F,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",Cathode,0.0028244723011033052,0.03399847425068245,0.42727706344906335,0.829580883386069
LiFeSO4F0.56(OH)0.44,"[{'O': '4.44', 'H': '0.44', 'Li': '1.0', 'Fe': '1.0', 'S': '1.0', 'F': '0.56'}]",Cathode,0.002827861100116515,0.02260131067381134,0.42727706344906335,0.829580883386069
LiFeSO4F,"[{'Li': '1.0', 'Fe': '1.0', 'S': '1.0', 'O': '4.0', 'F': '1.0'}]",Cathode,0.002842000571861286,0.03468781882186417,0.7033398821218074,0.829580883386069
MnP4,"[{'Mn': '1.0', 'P': '4.0'}]",Anode,0.002858060083283193,0.08041434204358495,0.42727706344906335,0.829580883386069
Si / PPY,"[{'Si': '1.0'}, {'P': '2.0', 'Y': '1.0'}]",Anode,0.002859754805594048,0.22977233246629103,0.42727706344906335,0.829580883386069
VS4 @ rGO,"[{'V': '1.0', 'S': '4.0'}]",Cathode,0.002863668807121497,0.041351483009954136,0.3536345776031434,0.829580883386069
LiAl0.05Mn1.95O4,"[{'Li': '1.0', 'Al': '0.05', 'Mn': '1.95', 'O': '4.0'}]",Cathode,0.0028674246345666006,0.01607551539995772,0.42727706344906335,0.829580883386069
SnSb0.5,"[{'Sn': '1.0', 'Sb': '0.5'}]",Anode,0.0028702620839213453,0.1190176380297613,0.42727706344906335,0.829580883386069
FeS @ TiO2 @ C,"[{'Fe': '1.0', 'S': '1.0'}, {'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",Anode,0.002873344864505852,0.08822691385031112,0.5854616895874263,0.829580883386069
Li1.01Mn1.99O4,"[{'Li': '1.01', 'Mn': '1.99', 'O': '4.0'}]",Cathode,0.0028822384443889667,0.027564591586319725,0.42727706344906335,0.829580883386069
Si @ Si3N4 @ C,"[{'Si': '1.0'}, {'Si': '3.0', 'N': '4.0'}, {'C': '1.0'}]",Anode,0.00288299671157148,0.4420904603902609,0.42727706344906335,0.829580883386069
LiCr0.1Mn1.9O4,"[{'Li': '1.0', 'Cr': '0.1', 'Mn': '1.9', 'O': '4.0'}]",Cathode,0.002885236973064305,0.22931276941883655,0.42727706344906335,0.829580883386069
LiNiVO4,"[{'Li': '1.0', 'Ni': '1.0', 'V': '1.0', 'O': '4.0'}]",Cathode,0.0028860875622622297,0.009871414259322236,0.9390962671905696,0.829580883386069
Li2SnO3,"[{'Li': '2.0', 'Sn': '1.0', 'O': '3.0'}]",Anode,0.002886353875768221,0.21973087987941065,0.42727706344906335,0.829580883386069
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",Cathode,0.002889985423577195,0.028943280728683164,0.5854616895874263,0.96198441360958
LiCu0.01Cr0.01Mn1.98O4,"[{'Li': '1.0', 'Cu': '0.01', 'Cr': '0.01', 'Mn': '1.98', 'O': '4.0'}]",Cathode,0.002890899928016557,0.025726339396501804,0.42727706344906335,0.829580883386069
LiFe0.2Mn1.8O4,"[{'Li': '1.0', 'Fe': '0.2', 'Mn': '1.8', 'O': '4.0'}]",Cathode,0.002892913258121852,0.009182069688140516,0.9390962671905696,0.829580883386069
Li1.05Mn2O4,"[{'Li': '1.05', 'Mn': '2.0', 'O': '4.0'}]",Cathode,0.0028955860773092566,0.006884254450868114,0.42727706344906335,0.829580883386069
LiMn1.99Nd0.01O4,"[{'Li': '1.0', 'Mn': '1.99', 'Nd': '0.01', 'O': '4.0'}]",Cathode,0.00290439895612995,0.03422825577440969,0.8408644400785853,0.829580883386069
LiCr0.2Ni0.4Mn1.4O4,"[{'Li': '1.0', 'Cr': '0.2', 'Ni': '0.4', 'Mn': '1.4', 'O': '4.0'}]",Cathode,0.002904731121702877,0.033424020441364354,0.7819253438113948,0.829580883386069
LiLa0.01Zn0.01Mn1.98O4,"[{'Li': '1.0', 'La': '0.01', 'Zn': '0.01', 'Mn': '1.98', 'O': '4.0'}]",Cathode,0.0029052240437921484,0.027105028538865244,0.42727706344906335,0.829580883386069
LiZn0.10Mn1.90O4,"[{'Li': '1.0', 'Zn': '0.1', 'Mn': '1.9', 'O': '4.0'}]",Cathode,0.002906839033453331,0.01630529692368496,0.42727706344906335,0.829580883386069
V2O5-YS,"[{'V': '2.0', 'O': '5.0'}]",Cathode,0.002907190890085489,0.06784529269570493,0.2907662082514734,0.8299302714112786
LiFe0.25Ni0.25Mn1.5O4,"[{'Li': '1.0', 'Fe': '0.25', 'Ni': '0.25', 'Mn': '1.5', 'O': '4.0'}]",Cathode,0.0029087968412276795,2.2978152372724002e-06,0.42727706344906335,0.829580883386069
Cu / Sn,"[{'Cu': '1.0'}, {'Sn': '1.0'}]",Anode,0.0029132918904045653,0.09879686394176417,0.42727706344906335,1.0
LiNi0.4Mn1.6O4,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '1.6', 'O': '4.0'}]",Cathode,0.0029142280227286562,0.033538911203227974,0.9783889980353633,0.829580883386069
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",Cathode,0.0029202886725165217,0.031241095965955566,0.9783889980353633,0.9997999179663664
S / SnO2 / C-HS,"[{'S': '1.0'}, {'Sn': '1.0', 'O': '2.0'}]",Cathode,0.0029215556791965416,0.17600345591411684,0.42727706344906335,0.829580883386069
LiMn1.5Co0.5O4,"[{'Li': '1.0', 'Mn': '1.5', 'Co': '0.5', 'O': '4.0'}]",Cathode,0.0029222254980146413,0.13235645548212757,0.42727706344906335,0.829580883386069
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",Anode,0.00292255637237057,0.1086269175268155,0.11394891944990175,0.9799917966366211
K0.25Mn2O4,"[{'K': '0.25', 'Mn': '2.0', 'O': '4.0'}]",Cathode,0.002935734855864024,0.028483717681228683,0.42727706344906335,0.829580883386069
LiVPO4F / C,"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}, {'C': '1.0'}]",Cathode,0.0029391888613356705,0.024577431777865602,0.8801571709233791,0.829580883386069
Cr2O5,"[{'Cr': '2.0', 'O': '5.0'}]",Cathode,0.0029412305982149376,0.062031820145405744,0.42727706344906335,0.829580883386069
Cu0.04V2O5,"[{'Cu': '0.04', 'V': '2.0', 'O': '5.0'}]",Cathode,0.0029482167277866543,0.05973400490813335,0.42727706344906335,0.829580883386069
LiMn1.5Ni0.46Rh0.04O4,"[{'Li': '1.0', 'Mn': '1.5', 'Ni': '0.46', 'Rh': '0.04', 'O': '4.0'}]",Cathode,0.0029488355435333038,0.03514738186931865,0.42727706344906335,0.829580883386069
Al / LiFePO4,"[{'Al': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",Cathode,0.0029533357575781843,0.01607551539995772,0.42727706344906335,0.829580883386069
Li2CrMnO4,"[{'Li': '2.0', 'Cr': '1.0', 'Mn': '1.0', 'O': '4.0'}]",Cathode,0.0029545139930895405,0.005735346832231913,0.42727706344906335,0.829580883386069
LiMn1.4Ni0.55Mo0.05O4,"[{'Li': '1.0', 'Mn': '1.4', 'Ni': '0.55', 'Mo': '0.05', 'O': '4.0'}]",Cathode,0.0029564161171308184,0.015730843114366858,0.9194499017681728,0.829580883386069
LiLa0.05Mn1.95O4,"[{'Li': '1.0', 'La': '0.05', 'Mn': '1.95', 'O': '4.0'}]",Cathode,0.0029577517197138968,0.02434765025413836,0.42727706344906335,0.829580883386069
LiCe0.05Mn1.95O4,"[{'Li': '1.0', 'Ce': '0.05', 'Mn': '1.95', 'O': '4.0'}]",Cathode,0.0029587282025691983,0.01630529692368496,0.42727706344906335,0.829580883386069
LiCo1.09Mn0.91O4,"[{'Li': '1.0', 'Co': '1.09', 'Mn': '0.91', 'O': '4.0'}]",Cathode,0.0029602687858508274,0.03013814465206481,0.62475442043222,0.829580883386069
K0.08Cu0.92O1âÎ³ @ Ag,"[{'K': '0.08', 'Cu': '0.92', 'O': '1.0'}, {'Ag': '1.0'}]",Anode,0.002964991573425867,0.18480408827287015,0.42727706344906335,0.829580883386069
SbS2 / graphene,"[{'Sb': '1.0', 'S': '2.0'}]",Anode,0.002971784020447772,0.1677313210599362,0.42727706344906335,0.829580883386069
SnSe0.5S0.5 / C,"[{'Sn': '1.0', 'Se': '0.5', 'S': '0.5'}, {'C': '1.0'}]",Anode,0.002977538006198435,0.10040533460785485,0.5854616895874263,0.6998769495493152
Ni / MoO2âÎ´,"[{'Ni': '1.0'}, {'Mo': '1.0', 'O': '2.0'}]",Anode,0.0029840667221483455,0.37474149578580684,0.42727706344906335,0.829580883386069
Fe0.5TiOPO4,"[{'Fe': '0.5', 'Ti': '1.0', 'O': '5.0', 'P': '1.0'}]",Anode,0.002985963197115254,0.04594711348449894,0.7819253438113948,0.829580883386069
Li2CoPO4F,"[{'Li': '2.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",Cathode,0.002986326351896152,0.031241095965955566,0.3889980353634577,0.829580883386069
