Compound_name,Extracted_name,Type,Molecular_weight,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent
TiC / C-S,"[{'Ti': '1.0', 'C': '1.0'}]",Cathode,0.0009380849669974086,0.18864143971911507,0.42727706344906335,0.9869946678138037
Carbonate,"[{'C': '1.0', 'O': '3.0'}]",Anode,0.0009401831946203714,0.04337356041875385,0.42727706344906335,0.829580883386069
SiO2,"[{'Si': '1.0', 'O': '2.0'}]",Anode,0.000941393710556696,0.2015092050478405,0.42727706344906335,0.606838803909603
TiN @ CNT-S,"[{'Ti': '1.0', 'N': '1.0'}]",Cathode,0.0009703008311161285,0.14038731973639462,0.09233791748526521,0.9599835932732421
Li2S / CNT / C-N / O,"[{'Li': '2.0', 'S': '1.0'}, {'O': '1.0'}]",Cathode,0.0009713499449276099,0.13257474792966847,0.01178781925343811,0.829580883386069
Na oxide,"[{'Na': '2.0', 'O': '1.0'}]",Cathode,0.0009719955534269829,0.0034375315949595124,0.42727706344906335,0.829580883386069
MgF2,"[{'Mg': '1.0', 'F': '2.0'}]",Anode,0.0009771927018469367,0.001139716357687111,0.42727706344906335,0.829580883386069
P(S-DVB),"[{'S': '1.0', 'P': '1.0'}]",Cathode,0.0009890234775979496,0.18381602772084302,0.42727706344906335,0.829580883386069
TiO @ C-HS,"[{'Ti': '1.0', 'O': '1.0'}]",Cathode,0.0010024521343849108,0.252750484839015,0.42727706344906335,0.829580883386069
LiNi0.5Co0.2Mn0.3,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3'}]",Cathode,0.0010135646706803708,0.04594711348449894,0.42727706344906335,0.829580883386069
SiBCN / GN-ld,"[{'Si': '1.0', 'B': '1.0', 'C': '1.0', 'N': '1.0'}]",Anode,0.001019350936856003,0.07972499747240323,0.1728880157170923,0.829580883386069
NFS,"[{'N': '1.0', 'F': '1.0', 'S': '1.0'}]",Cathode,0.0010218042491536208,0.02009669206518442,0.8801571709233791,0.829580883386069
Polypyrrole,"[{'C': '4.0', 'H': '3.0', 'N': '1.0'}]",Cathode,0.001021965651278464,0.22977233246629103,0.14931237721021606,0.829580883386069
LiNi1â2xCoxMnxO2,"[{'Li': '1.0', 'Ni': '1.0'}]",Cathode,0.0010309718898447193,0.047141977407880585,0.42727706344906335,0.829580883386069
Zn0.9Ni0.075In0.025,"[{'Zn': '0.9', 'Ni': '0.075', 'In': '0.025'}]",Anode,0.0010387429986506113,0.20679418009356704,0.42727706344906335,0.829580883386069
ScB2,"[{'Sc': '1.0', 'B': '2.0'}]",Anode,0.0010461921102174411,0.09190341822994696,0.42727706344906335,0.829580883386069
Si / Sn-Ni / C / Al,"[{'Si': '1.0'}, {'C': '1.0'}, {'Al': '1.0'}]",Anode,0.0010542944968845742,0.008492725116958795,0.42727706344906335,1.0
PCBN,"[{'P': '1.0', 'C': '1.0', 'B': '1.0', 'N': '1.0'}]",Cathode,0.001065980010723228,0.17508432981920788,0.42727706344906335,0.829580883386069
LNMO / LiPON,"[{'Li': '1.0', 'P': '1.0', 'O': '1.0', 'N': '1.0'}]",Cathode,0.0010678845557963786,0.017890789437402917,0.42727706344906335,0.829580883386069
Zn0.9Ni0.025In0.075,"[{'Zn': '0.9', 'Ni': '0.025', 'In': '0.075'}]",Anode,0.001084038083956007,0.2653884686440132,0.15324165029469544,0.9799917966366211
TiB2,"[{'Ti': '1.0', 'B': '2.0'}]",Anode,0.0010931762687593214,0.4595538561935311,0.42727706344906335,0.829580883386069
3Co1 / 3Mn1 / 3O2,"[{'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",Cathode,0.0011006686247974605,0.024623388082611053,0.8998035363457758,0.829580883386069
LiPS,"[{'Li': '1.0', 'P': '1.0', 'S': '1.0'}]",Cathode,0.0011010365522391896,0.048015147198044096,0.42727706344906335,0.829580883386069
Mg0.2Co0.2Ni0.2Cu0.2Zn0.2O,"[{'Mg': '0.2', 'Co': '0.2', 'Ni': '0.2', 'Cu': '0.2', 'Zn': '0.2', 'O': '1.0'}]",Anode,0.0011042064899711116,0.11258375536539858,0.42727706344906335,0.829580883386069
Li @ Cu,"[{'Li': '1.0'}, {'Cu': '1.0'}]",Anode,0.0011093003410311657,0.06892526585722294,0.001964636542239685,0.9329725187326804
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",Anode,0.0011165795768615977,0.3035322015827351,0.19253438113948915,0.7198851529126943
Co @ C,"[{'Co': '1.0'}, {'C': '1.0'}]",Anode,0.0011166925583489882,0.05330012224377062,0.42727706344906335,0.829580883386069
Mn0.9Co0.1O / CNT,"[{'Mn': '0.9', 'Co': '0.1', 'O': '1.0'}]",Anode,0.001123027591749087,0.11488157060267097,0.42727706344906335,0.9849938474774658
SiO2 / C / CNTs,"[{'Si': '1.0', 'O': '2.0'}, {'C': '1.0'}]",Anode,0.0011352538027059658,0.08880136765962922,0.42727706344906335,0.829580883386069
VB2,"[{'V': '1.0', 'B': '2.0'}]",Anode,0.0011427993520423895,0.9329037950716458,0.42727706344906335,0.8199261697295892
Si / CNF,"[{'Si': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",Anode,0.0011515069966776847,0.4595538561935311,0.42727706344906335,0.829580883386069
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",Anode,0.0011771860747402513,0.2800944861625566,0.742632612966601,1.0
CoO,"[{'Co': '1.0', 'O': '1.0'}]",Anode,0.0011810597257364904,0.1642845982040276,0.11787819253438112,0.7378925359397353
Glycine,"[{'N': '1.0', 'H': '5.0', 'C': '2.0', 'O': '2.0'}]",Cathode,0.0011832386544218748,0.027564591586319725,0.42727706344906335,0.829580883386069
Ni0.8Co0.1Mn0.1O1.1,"[{'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '1.1'}]",Anode,0.0011973355160056873,0.172326951534481,0.42727706344906335,0.829580883386069
PNP @ CNTs,"[{'P': '2.0', 'N': '1.0'}]",Anode,0.0011975711631079583,0.028713499204955924,0.5854616895874263,1.0
PCNF,"[{'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0'}]",Anode,0.0011981360705449098,0.046360720227207976,0.42727706344906335,0.4397703058253884
S / HPC,"[{'S': '1.0'}, {'H': '1.0', 'P': '1.0', 'C': '1.0'}]",Cathode,0.0011991529039314225,0.31639996691146055,0.42727706344906335,1.0
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",Anode,0.0012095149203463613,0.20472614638002187,0.5854616895874263,0.6198441360957994
CVO,"[{'C': '1.0', 'V': '1.0', 'O': '1.0'}]",Anode,0.0012459353098172488,0.2391933749391079,0.42727706344906335,0.829580883386069
LiC6,"[{'Li': '1.0', 'C': '6.0'}]",Anode,0.0012468149513976446,0.04594711348449894,0.2907662082514734,0.7498974579577627
LFS / FSO / C,"[{'F': '1.0', 'S': '1.0', 'O': '1.0'}, {'C': '1.0'}]",Cathode,0.001247815644571673,0.016994641494866677,0.42727706344906335,0.829580883386069
CuO-CF,"[{'Cu': '1.0', 'O': '1.0'}]",Anode,0.0012555145259266977,0.034963556650336854,0.27111984282907653,0.9899958983183106
TiO2,"[{'Ti': '1.0', 'O': '2.0'}]",Anode,0.0012606793939216828,0.027334810062592484,0.07072691552062868,0.9699876949549315
Li1.27Cr0.2Mn0.53O2,"[{'Li': '1.27', 'Cr': '0.2', 'Mn': '0.53', 'O': '2.0'}]",Cathode,0.0012681545719316748,0.06432963538267815,0.42727706344906335,0.829580883386069
Zn0.91Co0.09O,"[{'Zn': '0.91', 'Co': '0.09', 'O': '1.0'}]",Anode,0.0012757506401331743,0.22977233246629103,0.42727706344906335,0.829580883386069
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",Anode,0.001285115675622956,0.34558222042482,0.3176817288801571,0.6998769495493152
VO2,"[{'V': '1.0', 'O': '2.0'}]",Anode,0.001310302477204751,0.05398946681495234,0.055009823182711186,0.34973339069018294
MnO / C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",Anode,0.0013104396690108676,0.17830127115138925,0.0943025540275049,0.6918736682039637
Li1.23Mn0.46Fe0.15Ni0.15O2,"[{'Li': '1.23', 'Mn': '0.46', 'Fe': '0.15', 'Ni': '0.15', 'O': '2.0'}]",Cathode,0.0013110591303660164,0.058585097289497144,0.42727706344906335,0.829580883386069
Li1.2Cr0.4Mn0.4O2,"[{'Li': '1.2', 'Cr': '0.4', 'Mn': '0.4', 'O': '2.0'}]",Cathode,0.0013128865252234922,0.03445803729813693,0.42727706344906335,0.829580883386069
Si / B4C / graphite,"[{'Si': '1.0'}, {'B': '4.0', 'C': '1.0'}]",Anode,0.0013167020714547873,0.1888712212428423,0.42727706344906335,0.829580883386069
Li1.231Mn0.615Ni0.154O2,"[{'Li': '1.231', 'Mn': '0.615', 'Ni': '0.154', 'O': '2.0'}]",Cathode,0.0013171980924648555,0.041351483009954136,0.9390962671905696,0.829580883386069
FeSi,"[{'Fe': '1.0', 'Si': '1.0'}]",Anode,0.0013262893576704785,0.11488157060267097,0.42727706344906335,0.829580883386069
AlF3,"[{'Al': '1.0', 'F': '3.0'}]",Cathode,0.0013270318074447575,0.25711633378983256,0.4459724950884085,0.9809922068047899
Ge @ C,"[{'Ge': '1.0'}, {'C': '1.0'}]",Anode,0.0013377650487468359,0.2674335242051857,0.42727706344906335,0.9899958983183106
Li1.2Ni0.2Mn0.6O2,"[{'Li': '1.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",Cathode,0.0013440016268507805,0.03714648112574564,0.8801571709233791,0.6588601326543884
Li1.2Mn0.6Ni0.1Co0.1O2,"[{'Li': '1.2', 'Mn': '0.6', 'Ni': '0.1', 'Co': '0.1', 'O': '2.0'}]",Cathode,0.0013443889919504046,0.010560758830503957,0.42727706344906335,0.8399343730929681
Si / C @ CNF,"[{'Si': '1.0'}, {'C': '2.0', 'N': '1.0', 'F': '1.0'}]",Anode,0.0013453670888269548,0.34615667423413815,0.42727706344906335,0.829580883386069
Li1.2Mn0.56Ni0.16Co0.08O2,"[{'Li': '1.2', 'Mn': '0.56', 'Ni': '0.16', 'Co': '0.08', 'O': '2.0'}]",Cathode,0.001346735778845626,0.04022555354369066,0.9390962671905696,0.9169659560419773
Li1.2Ni0.15Mn0.55Co0.1O2,"[{'Li': '1.2', 'Ni': '0.15', 'Mn': '0.55', 'Co': '0.1', 'O': '2.0'}]",Cathode,0.0013474193168443373,0.05330012224377062,0.9390962671905696,0.8499384747746577
Li1.2Mn0.54Ni0.13Co0.13O2,"[{'Li': '1.2', 'Mn': '0.54', 'Ni': '0.13', 'Co': '0.13', 'O': '2.0'}]",Cathode,0.0013481415913530108,0.002518405500050552,0.3398821218074655,0.8609429866245161
Li1.20Mn0.534Ni0.133Co0.133O2,"[{'Li': '1.2', 'Mn': '0.534', 'Ni': '0.133', 'Co': '0.133', 'O': '2.0'}]",Cathode,0.0013485168512932715,0.05410435757681596,0.42727706344906335,0.8329315019157855
Li1.2Ni0.17Co0.10Mn0.53O2,"[{'Li': '1.2', 'Ni': '0.17', 'Co': '0.1', 'Mn': '0.53', 'O': '2.0'}]",Cathode,0.0013486314468019102,0.05054274395904374,0.42727706344906335,0.829580883386069
K+-doped Li1.2Ni0.2Co0.08Mn0.52O2,"[{'Li': '1.2', 'Ni': '0.2', 'Co': '0.08', 'Mn': '0.52', 'O': '2.0'}]",Cathode,0.001349160038760772,0.06442154799216904,0.42727706344906335,0.829580883386069
Li1.1V0.9O2,"[{'Li': '1.1', 'V': '0.9', 'O': '2.0'}]",Anode,0.0013512961958830727,0.05743618967086094,0.42727706344906335,0.829580883386069
Li1.2Ni0.27Mn0.40Co0.13O2,"[{'Li': '1.2', 'Ni': '0.27', 'Mn': '0.4', 'Co': '0.13', 'O': '2.0'}]",Cathode,0.0013566265010560223,0.043649298247226534,0.42727706344906335,0.829580883386069
Li1.2Mn0.4Co0.4O2,"[{'Li': '1.2', 'Mn': '0.4', 'Co': '0.4', 'O': '2.0'}]",Cathode,0.0013576723868250068,0.044798205865862736,0.8998035363457758,0.829580883386069
MnP,"[{'Mn': '1.0', 'P': '1.0'}]",Anode,0.0013582792588144176,0.19990073438174982,0.3889980353634577,0.7879130443481828
3Mn0.8Fe0.1Ti0.1O2,"[{'Mn': '0.8', 'Fe': '0.1', 'Ti': '0.1', 'O': '2.0'}]",Cathode,0.0013648580094230299,0.03311611319956985,0.7819253438113948,0.829580883386069
Li1.17Ni0.25Mn0.58O2,"[{'Li': '1.17', 'Ni': '0.25', 'Mn': '0.58', 'O': '2.0'}]",Cathode,0.0013702728893093972,0.05743618967086094,0.8998035363457758,0.829580883386069
NiO / C,"[{'Ni': '1.0', 'O': '1.0'}, {'C': '1.0'}]",Anode,0.0013710461668895212,0.13785972297539498,0.5854616895874263,0.829580883386069
Ni / Si,"[{'Ni': '1.0'}, {'Si': '1.0'}]",Anode,0.0013722566828258459,0.9409461484020992,0.2907662082514734,0.9459778509188768
BPCNF-900,"[{'B': '1.0', 'P': '1.0', 'C': '1.0', 'N': '1.0', 'F': '1.0'}]",Anode,0.0013726117675005014,0.17140782543957206,0.42727706344906335,0.829580883386069
FeP,"[{'Fe': '1.0', 'P': '1.0'}]",Anode,0.0013729184315377035,0.17570473993327146,0.42727706344906335,1.0
MnO2-280H,"[{'Mn': '1.0', 'O': '2.0'}]",Cathode,0.00137480683639837,0.21024090294947562,0.5854616895874263,0.3797456957352514
MnS-(ZnCo)S / N-C,"[{'Mn': '1.0', 'S': '1.0'}]",Anode,0.0013758075295723985,0.090984292135038,0.5854616895874263,0.829580883386069
Li1.15(Ni0.36Mn0.64)0.85O2,"[{'Ni': '0.306', 'Mn': '0.544', 'Li': '1.15', 'O': '2.0'}]",Cathode,0.0013891608115670579,0.05054274395904374,0.42727706344906335,0.8199261697295892
FeHCF,"[{'Fe': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",Cathode,0.0013897526731588583,0.011479884925412917,0.42727706344906335,0.829580883386069
FeS,"[{'Fe': '1.0', 'S': '1.0'}]",Anode,0.0013904467022956843,0.16152721991930072,0.42727706344906335,0.829580883386069
HCN @ TiN-S,"[{'H': '1.0', 'C': '1.0', 'N': '1.0'}, {'Ti': '1.0', 'N': '1.0'}]",Cathode,0.0014065062137175912,0.2522449654868151,0.42727706344906335,0.9799917966366211
Li1.131Mn0.504Ni0.243Co0.122O2,"[{'Li': '1.131', 'Mn': '0.504', 'Ni': '0.243', 'Co': '0.122', 'O': '2.0'}]",Cathode,0.0014079284408210727,0.0566319543378156,0.42727706344906335,0.829580883386069
SiO / CNF,"[{'Si': '1.0', 'O': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",Anode,0.001409734256214457,0.160837875348119,0.42727706344906335,0.829580883386069
Li0.33MnO2,"[{'Li': '0.33', 'Mn': '1.0', 'O': '2.0'}]",Cathode,0.0014117711510299791,0.04594711348449894,0.42727706344906335,0.829580883386069
Nickel phosphide,"[{'Ni': '1.0', 'P': '1.0'}]",Anode,0.0014188857566930712,0.11488157060267097,0.07465618860510805,0.829580883386069
CoP,"[{'Co': '1.0', 'P': '1.0'}]",Anode,0.0014227594076893098,0.11488157060267097,0.5854616895874263,0.829580883386069
Si @ TiN,"[{'Si': '1.0'}, {'Ti': '1.0', 'N': '1.0'}]",Anode,0.0014235986987384951,0.4707671945514205,0.42727706344906335,0.829580883386069
SiP2,"[{'Si': '1.0', 'P': '2.0'}]",Anode,0.0014247930744623353,0.11281353688912582,0.42727706344906335,0.829580883386069
NiHCF,"[{'Ni': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",Cathode,0.0014357199983142258,0.013777700162685319,0.6444007858546168,0.829580883386069
NiS,"[{'Ni': '1.0', 'S': '1.0'}]",Cathode,0.0014364140274510519,0.03514738186931865,0.42727706344906335,0.829580883386069
Li1.3Nb0.3Mn0.4O2,"[{'Li': '1.3', 'Nb': '0.3', 'Mn': '0.4', 'O': '2.0'}]",Cathode,0.0014382540116742654,0.06892526585722294,0.42727706344906335,0.829580883386069
LiCrO2Â·Li2MnO3,"[{'Li': '1.0', 'Cr': '1.0', 'O': '2.0'}]",Cathode,0.0014393354059107153,0.03951323082013621,0.5324165029469548,0.8499384747746577
Li2S / CNF,"[{'Li': '2.0', 'S': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",Cathode,0.001439690490585371,0.11947720107721578,0.42727706344906335,0.829580883386069
Se / C,"[{'Se': '1.0'}, {'C': '1.0'}]",Cathode,0.0014401101361099632,0.13785972297539498,0.42727706344906335,0.9499794915915526
CoS @ 1T-MoS2,"[{'Co': '1.0', 'S': '1.0'}]",Anode,0.0014402876784472907,0.2973281004420996,0.42727706344906335,0.829580883386069
LiCr0.33V0.33Mn0.33O2,"[{'Li': '1.0', 'Cr': '0.33', 'V': '0.33', 'Mn': '0.33', 'O': '2.0'}]",Cathode,0.0014409964758785399,0.04824492872177134,0.42727706344906335,0.829580883386069
SiVC-2,"[{'Si': '1.0', 'V': '1.0', 'C': '1.0'}]",Anode,0.0014410059179028433,0.20702396161729428,0.42727706344906335,0.829580883386069
NiOOH,"[{'Ni': '1.0', 'O': '2.0', 'H': '1.0'}]",Cathode,0.0014516826684612266,0.06318072776404195,0.2220039292730844,0.829580883386069
TiO2 / C,"[{'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",Anode,0.001454539486070953,0.047555584150589615,0.42727706344906335,0.8419351934293061
Orthosilicate,"[{'Si': '1.0', 'O': '4.0'}]",Cathode,0.0014578482296302403,0.0032077500712322723,0.4872298624754419,0.829580883386069
Ni(OH)2,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",Cathode,0.0014679520026454297,0.06639766909622331,0.01571709233791748,0.829580883386069
Li2Se,"[{'Li': '2.0', 'Se': '1.0'}]",Cathode,0.0014702761932431732,0.022968961111774922,0.4675834970530451,0.829580883386069
MnF2,"[{'Mn': '1.0', 'F': '2.0'}]",Anode,0.0014716158308793724,0.12407283155176058,0.42727706344906335,1.0
Co(OH)2,"[{'O': '2.0', 'H': '2.0', 'Co': '1.0'}]",Anode,0.0014718256536416687,0.1585400601108466,0.42727706344906335,0.829580883386069
LiAl0.15Co0.85O2,"[{'Li': '1.0', 'Al': '0.15', 'Co': '0.85', 'O': '2.0'}]",Cathode,0.0014739456705514852,0.036755852535409334,0.42727706344906335,0.829580883386069
ZnO / C,"[{'Zn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",Anode,0.0014789757677722262,0.149348799161757,0.42727706344906335,0.829580883386069
LiMn0.95Cr0.05O2,"[{'Li': '1.0', 'Mn': '0.95', 'Cr': '0.05', 'O': '2.0'}]",Cathode,0.001484445685783165,0.03905366777268173,0.42727706344906335,0.829580883386069
VO2(B),"[{'B': '1.0', 'V': '1.0', 'O': '2.0'}]",Cathode,0.0014847781741603424,0.11488157060267097,0.42727706344906335,0.829580883386069
TiN-C / sulfur,"[{'Ti': '1.0', 'N': '1.0'}, {'S': '1.0'}]",Cathode,0.0014877560433637009,0.22724473570529138,0.42727706344906335,0.829580883386069
LiNi0.8Co0.1Al0.1O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Al': '0.1', 'O': '2.0'}]",Cathode,0.0014966315462088334,0.03216022206086453,0.42727706344906335,0.8899548815014157
LiNi0.75Co0.15Al0.10O2,"[{'Li': '1.0', 'Ni': '0.75', 'Co': '0.15', 'Al': '0.1', 'O': '2.0'}]",Cathode,0.0014968252287586453,0.039559187124881656,0.42727706344906335,0.829580883386069
Phosphate,"[{'P': '1.0', 'O': '4.0'}]",Cathode,0.0015044773034974654,0.04525776891331722,0.2907662082514734,0.829580883386069
SiMn / C,"[{'Si': '1.0', 'Mn': '1.0'}, {'C': '1.0'}]",Anode,0.0015055102770964624,0.0978777378468552,0.42727706344906335,0.829580883386069
PEDOT : PSS-Mg2+,"[{'P': '1.0', 'S': '2.0'}]",Cathode,0.001506478689845522,0.2800944861625566,0.42727706344906335,0.829580883386069
LiNi0.2Mn0.6Co0.2O2,"[{'Li': '1.0', 'Ni': '0.2', 'Mn': '0.6', 'Co': '0.2', 'O': '2.0'}]",Cathode,0.0015118372403903192,0.059274441860678866,0.42727706344906335,0.829580883386069
CuHCF,"[{'Cu': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",Cathode,0.0015140484495006722,0.0022886239763233117,0.005893909626719056,0.829580883386069
CuS,"[{'Cu': '1.0', 'S': '1.0'}]",Anode,0.0015147424786374983,0.24978630318293363,0.212180746561886,0.9879950779819726
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",Cathode,0.0015171231599789368,0.027633526043437894,1.0,0.7799097630028312
S0.6Se0.4 @ CNF,"[{'S': '0.6', 'Se': '0.4'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",Cathode,0.0015185257444438251,0.07949521594867599,0.42727706344906335,0.829580883386069
Li2S / KB / CNT,"[{'Li': '2.0', 'S': '1.0'}, {'K': '1.0', 'B': '1.0'}]",Cathode,0.0015186484100587058,0.04594711348449894,0.42727706344906335,0.829580883386069
Titanate,"[{'Ti': '1.0', 'O': '3.0'}]",Anode,0.001518906653458455,0.10127850439801836,0.9194499017681728,0.829580883386069
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",Cathode,0.0015198508558887883,0.02301491741652037,0.3889980353634577,0.9949979491591553
LiNi0.45Mn0.45Co0.1O2,"[{'Li': '1.0', 'Ni': '0.45', 'Mn': '0.45', 'Co': '0.1', 'O': '2.0'}]",Cathode,0.0015205408499724933,0.03859410472522725,0.8408644400785853,0.829580883386069
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",Cathode,0.0015224163426631723,0.005735346832231913,0.8467583497053044,0.8219269900659271
LiNi0.4Mn0.4Co0.2O2,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '0.4', 'Co': '0.2', 'O': '2.0'}]",Cathode,0.00152395853996605,0.04158126453368138,0.8801571709233791,0.829580883386069
LiCo0.95Al0.05O2,"[{'Li': '1.0', 'Co': '0.95', 'Al': '0.05', 'O': '2.0'}]",Cathode,0.0015255152634601633,0.03239000358459177,0.42727706344906335,0.829580883386069
LiNi1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",Cathode,0.0015284226193032205,0.036755852535409334,0.8998035363457758,0.9299712882281735
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",Cathode,0.0015300191897539151,0.017454204542321158,0.5854616895874263,0.829580883386069
LiNi0.82Co0.15Al0.03O2,"[{'Li': '1.0', 'Ni': '0.82', 'Co': '0.15', 'Al': '0.03', 'O': '2.0'}]",Cathode,0.0015326527882249831,0.02411786873041112,0.42727706344906335,0.829580883386069
LiNi0.5Mn0.25Co0.25O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.25', 'Co': '0.25', 'O': '2.0'}]",Cathode,0.00153324319719766,0.03583672644050037,0.42727706344906335,0.829580883386069
Li1.05Ni1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.05', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",Cathode,0.0015340232730352823,0.03629628948795485,0.4872298624754419,0.829580883386069
Li1.10Ni0.30Co0.30Mn0.40O2,"[{'Li': '1.1', 'Ni': '0.3', 'Co': '0.3', 'Mn': '0.4', 'O': '2.0'}]",Cathode,0.0015355472125297978,0.03629628948795485,0.42727706344906335,0.829580883386069
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",Cathode,0.0015360798395417806,0.033424020441364354,0.8998035363457758,0.8379335527566302
LiNi0.5Co0.3Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.3', 'Mn': '0.2', 'O': '2.0'}]",Cathode,0.0015364672046414044,0.031103227051719223,0.42727706344906335,0.829580883386069
MnO @ NC-Z,"[{'Mn': '1.0', 'O': '1.0'}, {'N': '1.0', 'C': '1.0'}]",Anode,0.0015365156252788574,0.21713434866129283,0.16895874263261293,0.829580883386069
LiNi0.2Mn0.2Co0.6O2,"[{'Li': '1.0', 'Ni': '0.2', 'Mn': '0.2', 'Co': '0.6', 'O': '2.0'}]",Cathode,0.0015376292999402762,0.036755852535409334,0.42727706344906335,0.829580883386069
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",Cathode,0.0015380747698048435,0.03445803729813693,0.3889980353634577,0.829580883386069
LiNi0.7Co0.15Mn0.15O2,"[{'Li': '1.0', 'Ni': '0.7', 'Co': '0.15', 'Mn': '0.15', 'O': '2.0'}]",Cathode,0.0015389164818859014,0.049347880035662095,0.42727706344906335,0.9329725187326804
LiNi0.76Mn0.14Co0.10O2,"[{'Li': '1.0', 'Ni': '0.76', 'Mn': '0.14', 'Co': '0.1', 'O': '2.0'}]",Cathode,0.001539328864314876,0.037674978630318295,0.42727706344906335,0.8799507798197261
LiNi0.8Co0.1Mn0.1O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",Cathode,0.001541753124230022,0.009182069688140516,0.8801571709233791,0.829580883386069
LiNi0.975Ti0.025O2,"[{'Li': '1.0', 'Ni': '0.975', 'Ti': '0.025', 'O': '2.0'}]",Cathode,0.00154305806040938,0.03928344929640897,0.42727706344906335,0.829580883386069
LiNi0.85Co0.075Mn0.075O2,"[{'Li': '1.0', 'Ni': '0.85', 'Co': '0.075', 'Mn': '0.075', 'O': '2.0'}]",Cathode,0.0015431714454020823,0.044338642818408255,0.42727706344906335,0.829580883386069
ZnHCF,"[{'Zn': '1.0', 'H': '1.0', 'C': '1.0', 'F': '1.0'}]",Cathode,0.0015436495991969308,0.015018520390812416,0.42727706344906335,0.829580883386069
LiNi0.990Al0.005Ti0.005O2,"[{'Li': '1.0', 'Ni': '0.99', 'Al': '0.005', 'Ti': '0.005', 'O': '2.0'}]",Cathode,0.0015439936278260342,0.00032399194845540854,0.42727706344906335,0.829580883386069
ZnS,"[{'Zn': '1.0', 'S': '1.0'}]",Anode,0.0015443436283337567,0.149348799161757,0.3889980353634577,0.829580883386069
LiNi0.995Al0.005O2,"[{'Li': '1.0', 'Ni': '0.995', 'Al': '0.005', 'O': '2.0'}]",Cathode,0.0015448672975278107,0.00017693177326997492,0.8605108055009822,0.829580883386069
LiNi0.475Mn0.475Zr0.05O2,"[{'Li': '1.0', 'Ni': '0.475', 'Mn': '0.475', 'Zr': '0.05', 'O': '2.0'}]",Cathode,0.0015448911850422875,0.05054274395904374,0.42727706344906335,0.829580883386069
LiNi0.8Co0.15Mn0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Mn': '0.05', 'O': '2.0'}]",Cathode,0.0015449771316737666,0.048015147198044096,0.42727706344906335,0.829580883386069
LiNi0.990Ti0.010O2,"[{'Li': '1.0', 'Ni': '0.99', 'Ti': '0.01', 'O': '2.0'}]",Cathode,0.00154567906951471,0.040202575391317934,0.42727706344906335,0.829580883386069
LiCo0.99Al0.01O2,"[{'Li': '1.0', 'Co': '0.99', 'Al': '0.01', 'O': '2.0'}]",Cathode,0.0015461431006236347,0.0018290609288688314,0.42727706344906335,0.829580883386069
