Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent,Conductivity_in_Siemens_per_cm,Energy_in_Watt_hour_per_kg
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,84.3,5.0,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,84.3,5.0,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,84.3,0.01,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,84.3,0.01,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,84.3,0.01,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,99.0,5.0,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,99.0,5.0,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,99.0,5.0,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,99.0,0.01,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,99.0,0.01,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.3,99.0,0.01,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,84.3,5.0,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,84.3,5.0,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,84.3,5.0,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,84.3,0.01,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,84.3,0.01,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,84.3,0.01,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,99.0,5.0,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,99.0,5.0,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,99.0,5.0,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,99.0,0.01,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,99.0,0.01,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,2.0,99.0,0.01,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,84.3,5.0,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,84.3,5.0,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,84.3,5.0,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,84.3,0.01,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,84.3,0.01,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,84.3,0.01,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,99.0,5.0,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,99.0,5.0,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,99.0,5.0,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,99.0,0.01,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,99.0,0.01,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,4.2,99.0,0.01,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,84.3,5.0,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,84.3,5.0,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,84.3,5.0,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,84.3,0.01,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,84.3,0.01,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,84.3,0.01,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,99.0,5.0,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,99.0,5.0,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,99.0,5.0,71.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,99.0,0.01,400.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,99.0,0.01,600.0
LiFePO4 / CNTs,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,123.0,3.0,99.0,0.01,71.0
Mn2O3,"[{'Mn': '2.0', 'O': '3.0'}]",157.873,Anod,1500.0,3.0,66.0,,
Mn2O3,"[{'Mn': '2.0', 'O': '3.0'}]",157.873,Anod,1500.0,3.0,66.0,,
Mn2O3 / CRC-20,"[{'Mn': '2.0', 'O': '3.0'}]",157.873,Anod,830.0,3.0,66.0,,
Mn2O3 / CRC-20,"[{'Mn': '2.0', 'O': '3.0'}]",157.873,Anod,830.0,3.0,66.0,,
PI-3,"[{'P': '1.0', 'I': '1.0'}]",157.874,Cath,522.0,4.4,,,
MoP2,"[{'Mo': '1.0', 'P': '2.0'}]",157.898,Anod,1152.0,0.1,,,
VPO4 @ C / graphene,"[{'V': '1.0', 'P': '1.0', 'O': '4.0', 'C': '1.0'}]",157.9225,Anod,1074.6,3.0,,,
LiFe0.4Mn0.4Co0.2PO4 / C-based,"[{'Li': '1.0', 'Fe': '0.4', 'Mn': '0.4', 'Co': '0.2', 'P': '1.0', 'O': '4.0'}]",158.0098,Cath,163.3,5.0,,,
,,158.02,,,3.85,,,
KMnO4,"[{'K': '1.0', 'Mn': '1.0', 'O': '4.0'}]",158.032,Cath,243.5,2.8,,,454.0
LiFe3 / 4Co1 / 4PO4 / C,"[{'Li': '1.0', 'Fe': '0.75', 'Co': '0.25', 'P': '1.0', 'O': '4.0'}]",158.527,Cath,170.0,,,,
,,158.96200000000002,,,3.0,,,
Li0.99La0.01FePO4,"[{'Li': '0.99', 'La': '0.01', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",159.0747,Cath,123.0,,,,
,,159.152,,,2.0,,,
Fe1.7Mn0.3O3,"[{'Fe': '1.7', 'Mn': '0.3', 'O': '3.0'}]",159.4149,Anod,1000.0,,,,
Li2.1Ru0.9Co0.1O3,"[{'Li': '2.1', 'Ru': '0.9', 'Co': '0.1', 'O': '3.0'}]",159.4273,Cath,250.0,3.6,,,
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,350.0,0.8,75.0,,
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,350.0,0.8,55.4,,
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,350.0,2.4,75.0,,
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,350.0,2.4,55.4,,
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,350.0,1.0,75.0,,
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,350.0,1.0,55.4,,
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,350.0,1.3,75.0,,
Fe2O3-NA-1.5,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,350.0,1.3,55.4,,
Iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,660.0,0.8,75.0,,
Iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,660.0,0.8,55.4,,
Iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,660.0,2.4,75.0,,
Iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,660.0,2.4,55.4,,
Iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,660.0,1.0,75.0,,
Iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,660.0,1.0,55.4,,
Iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,660.0,1.3,75.0,,
Iron oxides,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,660.0,1.3,55.4,,
Ti3C2Tx @ Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,493.0,0.8,75.0,,
Ti3C2Tx @ Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,493.0,0.8,55.4,,
Ti3C2Tx @ Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,493.0,2.4,75.0,,
Ti3C2Tx @ Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,493.0,2.4,55.4,,
Ti3C2Tx @ Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,493.0,1.0,75.0,,
Ti3C2Tx @ Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,493.0,1.0,55.4,,
Ti3C2Tx @ Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,493.0,1.3,75.0,,
Ti3C2Tx @ Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,493.0,1.3,55.4,,
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1960.0,0.8,75.0,,
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1960.0,0.8,55.4,,
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1960.0,2.4,75.0,,
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1960.0,2.4,55.4,,
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1960.0,1.0,75.0,,
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1960.0,1.0,55.4,,
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1960.0,1.3,75.0,,
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1960.0,1.3,55.4,,
Fe2O3 / graphene,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,894.0,0.8,75.0,,
Fe2O3 / graphene,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,894.0,0.8,55.4,,
Fe2O3 / graphene,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,894.0,2.4,75.0,,
Fe2O3 / graphene,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,894.0,2.4,55.4,,
Fe2O3 / graphene,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,894.0,1.0,75.0,,
Fe2O3 / graphene,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,894.0,1.0,55.4,,
Fe2O3 / graphene,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,894.0,1.3,75.0,,
Fe2O3 / graphene,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,894.0,1.3,55.4,,
Iron oxide,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1080.0,0.8,75.0,,
Iron oxide,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1080.0,0.8,55.4,,
Iron oxide,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1080.0,2.4,75.0,,
Iron oxide,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1080.0,2.4,55.4,,
Iron oxide,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1080.0,1.0,75.0,,
Iron oxide,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1080.0,1.0,55.4,,
Iron oxide,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1080.0,1.3,75.0,,
Iron oxide,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1080.0,1.3,55.4,,
Fe2O3 @ C-NAA,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,821.4,0.8,75.0,,
Fe2O3 @ C-NAA,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,821.4,0.8,55.4,,
Fe2O3 @ C-NAA,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,821.4,2.4,75.0,,
Fe2O3 @ C-NAA,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,821.4,2.4,55.4,,
Fe2O3 @ C-NAA,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,821.4,1.0,75.0,,
Fe2O3 @ C-NAA,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,821.4,1.0,55.4,,
Fe2O3 @ C-NAA,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,821.4,1.3,75.0,,
Fe2O3 @ C-NAA,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,821.4,1.3,55.4,,
Fe2O3 / N-G,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1012.0,0.8,75.0,,
Fe2O3 / N-G,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1012.0,0.8,55.4,,
Fe2O3 / N-G,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1012.0,2.4,75.0,,
Fe2O3 / N-G,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1012.0,2.4,55.4,,
Fe2O3 / N-G,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1012.0,1.0,75.0,,
Fe2O3 / N-G,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1012.0,1.0,55.4,,
Fe2O3 / N-G,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1012.0,1.3,75.0,,
Fe2O3 / N-G,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,1012.0,1.3,55.4,,
Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,641.0,0.8,75.0,,
Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,641.0,0.8,55.4,,
Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,641.0,2.4,75.0,,
Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,641.0,2.4,55.4,,
Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,641.0,1.0,75.0,,
Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,641.0,1.0,55.4,,
Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,641.0,1.3,75.0,,
Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,641.0,1.3,55.4,,
Cr-doped Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,140.0,0.8,75.0,,
Cr-doped Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,140.0,0.8,55.4,,
Cr-doped Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,140.0,2.4,75.0,,
Cr-doped Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,140.0,2.4,55.4,,
Cr-doped Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,140.0,1.0,75.0,,
Cr-doped Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,140.0,1.0,55.4,,
Cr-doped Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,140.0,1.3,75.0,,
Cr-doped Fe2O3 / rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,140.0,1.3,55.4,,
Fe2O3 @ rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,736.0,0.8,75.0,,
Fe2O3 @ rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,736.0,0.8,55.4,,
Fe2O3 @ rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,736.0,2.4,75.0,,
Fe2O3 @ rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,736.0,2.4,55.4,,
Fe2O3 @ rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,736.0,1.0,75.0,,
Fe2O3 @ rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,736.0,1.0,55.4,,
Fe2O3 @ rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,736.0,1.3,75.0,,
Fe2O3 @ rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,736.0,1.3,55.4,,
Fe2O3âCNT,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Cath,200.0,0.8,75.0,,
Fe2O3âCNT,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Cath,200.0,0.8,55.4,,
Fe2O3âCNT,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Cath,200.0,2.4,75.0,,
Fe2O3âCNT,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Cath,200.0,2.4,55.4,,
Fe2O3âCNT,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Cath,200.0,1.0,75.0,,
Fe2O3âCNT,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Cath,200.0,1.0,55.4,,
Fe2O3âCNT,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Cath,200.0,1.3,75.0,,
Fe2O3âCNT,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Cath,200.0,1.3,55.4,,
Fe2O3 / C-78,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,845.0,0.8,75.0,,
Fe2O3 / C-78,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,845.0,0.8,55.4,,
Fe2O3 / C-78,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,845.0,2.4,75.0,,
Fe2O3 / C-78,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,845.0,2.4,55.4,,
Fe2O3 / C-78,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,845.0,1.0,75.0,,
Fe2O3 / C-78,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,845.0,1.0,55.4,,
Fe2O3 / C-78,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,845.0,1.3,75.0,,
Fe2O3 / C-78,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,845.0,1.3,55.4,,
Fe2O3 / C-2,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,580.0,0.8,75.0,,
Fe2O3 / C-2,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,580.0,0.8,55.4,,
Fe2O3 / C-2,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,580.0,2.4,75.0,,
Fe2O3 / C-2,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,580.0,2.4,55.4,,
Fe2O3 / C-2,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,580.0,1.0,75.0,,
Fe2O3 / C-2,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,580.0,1.0,55.4,,
Fe2O3 / C-2,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,580.0,1.3,75.0,,
Fe2O3 / C-2,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,580.0,1.3,55.4,,
Ru / Ni,"[{'Ru': '1.0'}, {'Ni': '1.0'}]",159.76299999999998,Cath,803.0,2.9,95.4,,
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,453.0,0.45,100.0,,215.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,453.0,0.45,98.0,,215.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,453.0,0.45,99.0,,215.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,453.0,0.45,97.1,,215.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,453.0,0.45,77.7,,215.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,453.0,0.45,96.0,,215.0
MoS2 / rGO,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,880.0,0.45,100.0,,215.0
MoS2 / rGO,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,880.0,0.45,98.0,,215.0
MoS2 / rGO,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,880.0,0.45,99.0,,215.0
MoS2 / rGO,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,880.0,0.45,97.1,,215.0
MoS2 / rGO,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,880.0,0.45,77.7,,215.0
MoS2 / rGO,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,880.0,0.45,96.0,,215.0
MoS2 / graphene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1400.0,0.45,100.0,,215.0
MoS2 / graphene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1400.0,0.45,98.0,,215.0
MoS2 / graphene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1400.0,0.45,99.0,,215.0
MoS2 / graphene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1400.0,0.45,97.1,,215.0
MoS2 / graphene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1400.0,0.45,77.7,,215.0
MoS2 / graphene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1400.0,0.45,96.0,,215.0
MoS2-PDA-GO30,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1200.0,0.45,100.0,,215.0
MoS2-PDA-GO30,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1200.0,0.45,98.0,,215.0
MoS2-PDA-GO30,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1200.0,0.45,99.0,,215.0
MoS2-PDA-GO30,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1200.0,0.45,97.1,,215.0
MoS2-PDA-GO30,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1200.0,0.45,77.7,,215.0
MoS2-PDA-GO30,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1200.0,0.45,96.0,,215.0
MoS2 / MXene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,500.0,0.45,100.0,,215.0
MoS2 / MXene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,500.0,0.45,98.0,,215.0
MoS2 / MXene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,500.0,0.45,99.0,,215.0
MoS2 / MXene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,500.0,0.45,97.1,,215.0
MoS2 / MXene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,500.0,0.45,77.7,,215.0
MoS2 / MXene,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,500.0,0.45,96.0,,215.0
MoS2 / CNTs-S,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,855.5,0.45,100.0,,215.0
MoS2 / CNTs-S,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,855.5,0.45,98.0,,215.0
MoS2 / CNTs-S,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,855.5,0.45,99.0,,215.0
MoS2 / CNTs-S,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,855.5,0.45,97.1,,215.0
MoS2 / CNTs-S,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,855.5,0.45,77.7,,215.0
MoS2 / CNTs-S,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,855.5,0.45,96.0,,215.0
MoS2 / rGO-based,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,1100.0,0.45,100.0,,215.0
